연도,분기,행정동_코드,행정동_코드_명,총_유동인구_수
2024,2,11215840,자양3동,6844536
2024,2,11215847,자양4동,9141932
2024,2,11215850,구의1동,7073768
2024,2,11215860,구의2동,5147128
2024,2,11215870,구의3동,6371962
2024,2,11230536,용신동,14939068
2024,2,11230545,제기동,12709202
2024,2,11230560,전농1동,11250806
2024,2,11230570,전농2동,2519256
2024,2,11230600,답십리1동,6837612
2024,2,11230610,답십리2동,5922925
2024,2,11230650,장안1동,9044241
2024,2,11230660,장안2동,7348460
2024,2,11230705,청량리동,6679198
2024,2,11230710,회기동,5195276
2024,2,11230720,휘경1동,6003049
2024,2,11230730,휘경2동,4651247
2024,2,11230740,이문1동,9615903
2024,2,11230750,이문2동,3801283
2024,2,11260520,면목2동,5434074
2024,2,11260540,면목4동,4720598
2024,2,11260550,면목5동,2447583
2024,2,11260565,면목본동,9657120
2024,2,11260570,면목7동,6136525
2024,2,11260575,면목38동,6559405
2024,2,11260580,상봉1동,4221485
2024,2,11260590,상봉2동,7340862
2024,2,11260600,중화1동,5026092
2024,2,11260610,중화2동,7708892
2024,2,11260620,묵1동,6987352
2024,2,11260630,묵2동,5743843
2024,2,11260655,망우본동,10729019
2024,2,11260660,망우3동,3851313
2024,2,11260680,신내1동,5406438
2024,2,11260690,신내2동,1776680
2024,2,11290525,성북동,4255521
2024,2,11290555,삼선동,10022317
2024,2,11290575,동선동,8498132
2024,2,11290580,돈암1동,2676427
2024,2,11290590,돈암2동,2577404
2024,2,11290600,안암동,7769665
2024,2,11290610,보문동,5589332
2024,2,11290620,정릉1동,4561901
2024,2,11290630,정릉2동,5984812
2024,2,11290640,정릉3동,3044205
2024,2,11290650,정릉4동,3538811
2024,2,11290660,길음1동,6311931
2024,2,11290685,길음2동,5133575
2024,2,11290705,종암동,10743344
2024,2,11290715,월곡1동,7720074
2024,2,11290725,월곡2동,6294746
2024,2,11290760,장위1동,7378385
2024,2,11290770,장위2동,4087538
2024,2,11290780,장위3동,2502218
2024,2,11290810,석관동,10920562
2024,2,11305534,삼양동,10900947
2024,2,11305535,미아동,7966388
2024,2,11305545,송중동,12133853
2024,2,11305555,송천동,12848569
2024,2,11305575,삼각산동,3104796
2024,2,11305595,번1동,7405931
2024,2,11305603,번2동,2671953
2024,2,11305608,번3동,3168967
2024,2,11305615,수유1동,5850660
2024,2,11305625,수유2동,5438009
2024,2,11305635,수유3동,9779225
2024,2,11305645,우이동,4093411
2024,2,11305660,인수동,8293552
2024,2,11320511,창1동,3427490
2024,2,11320512,창2동,10669402
2024,2,11320513,창3동,3597488
2024,2,11320514,창4동,3605829
2024,2,11320515,창5동,4140358
2024,2,11320521,도봉1동,3452467
2024,2,11320522,도봉2동,3126895
2024,2,11320660,쌍문1동,4998876
2024,2,11320670,쌍문2동,4312246
2024,2,11320680,쌍문3동,5407064
2024,2,11320681,쌍문4동,2177738
2024,2,11320690,방학1동,6381013
2024,2,11320700,방학2동,2802158
2024,2,11320710,방학3동,3465089
2024,2,11350560,월계1동,4729676
2024,2,11350570,월계2동,3814345
2024,2,11350580,월계3동,2353421
2024,2,11350595,공릉1동,10925081
2024,2,11350600,공릉2동,8309845
2024,2,11350611,하계1동,3747585
2024,2,11350612,하계2동,2648383
2024,2,11350619,중계본동,4020493
2024,2,11350621,중계1동,3761258
2024,2,11350624,중계4동,2762981
2024,2,11350625,중계23동,4160171
2024,2,11350630,상계1동,7084598
2024,2,11350640,상계2동,10533149
2024,2,11350665,상계34동,8747532
2024,2,11350670,상계5동,5771084
2024,2,11350695,상계67동,6410604
2024,2,11350700,상계8동,886256
2024,2,11350710,상계9동,1819787
2024,2,11350720,상계10동,1807058
2024,2,11380510,녹번동,6472709
2024,2,11380520,불광1동,4935260
2024,2,11380530,불광2동,6025836
2024,2,11380551,갈현1동,5919244
2024,2,11380552,갈현2동,5559726
2024,2,11380560,구산동,5594645
2024,2,11380570,대조동,12310283
2024,2,11380580,응암1동,4937532
2024,2,11380590,응암2동,3898449
2024,2,11380600,응암3동,8407895
2024,2,11380625,역촌동,11553260
2024,2,11380631,신사1동,6355092
2024,2,11380632,신사2동,2626673
2024,2,11380640,증산동,3244429
2024,2,11380650,수색동,3143484
2024,2,11380690,진관동,6658150
2024,2,11410520,천연동,3834378
2024,2,11410555,북아현동,18694670
2024,2,11410565,충현동,10869677
2024,2,11410585,신촌동,11433350
2024,2,11410615,연희동,8533935
2024,2,11410620,홍제1동,6239903
2024,2,11410640,홍제3동,3924769
2024,2,11410655,홍제2동,1875866
2024,2,11410660,홍은1동,3716132
2024,2,11410685,홍은2동,4442797
2024,2,11410690,남가좌1동,1033004
2024,2,11410700,남가좌2동,6467599
2024,2,11410710,북가좌1동,2499542
2024,2,11410720,북가좌2동,11111536
2024,2,11440555,아현동,7577861
2024,2,11440565,공덕동,13380266
2024,2,11440585,도화동,4161039
2024,2,11440590,용강동,5856981
2024,2,11440600,대흥동,7783771
2024,2,11440610,염리동,5109819
2024,2,11440630,신수동,5030167
2024,2,11440655,서강동,6255280
2024,2,11440660,서교동,17660687
2024,2,11440680,합정동,4510338
2024,2,11440690,망원1동,7508389
2024,2,11440700,망원2동,5651687
2024,2,11440710,연남동,6448921
2024,2,11440720,성산1동,5853035
2024,2,11440730,성산2동,7089477
2024,2,11440740,상암동,5276352
2024,2,11470510,목1동,4894012
2024,2,11470520,목2동,6796030
2024,2,11470530,목3동,4851485
2024,2,11470540,목4동,5679498
2024,2,11470550,목5동,4461094
2024,2,11470560,신월1동,4083190
2024,2,11470570,신월2동,3646176
2024,2,11470580,신월3동,2694460
2024,2,11470590,신월4동,3292236
2024,2,11470600,신월5동,2881931
2024,2,11470610,신월6동,912224
2024,2,11470611,신월7동,2117912
2024,2,11470620,신정1동,3183412
2024,2,11470630,신정2동,4267464
2024,2,11470640,신정3동,7425167
2024,2,11470650,신정4동,10895457
2024,2,11470670,신정6동,2024863
2024,2,11470680,신정7동,3033767
2024,2,11500510,염창동,8349389
2024,2,11500520,등촌1동,5077847
2024,2,11500530,등촌2동,3694576
2024,2,11500535,등촌3동,7113712
2024,2,11500540,화곡1동,15761405
2024,2,11500550,화곡2동,3141210
2024,2,11500560,화곡3동,3787911
2024,2,11500570,화곡4동,4454673
2024,2,11500590,화곡본동,7772856
2024,2,11500591,화곡6동,5341996
2024,2,11500593,화곡8동,7988451
2024,2,11500603,가양1동,3254853
2024,2,11500604,가양2동,2162072
2024,2,11500605,가양3동,1934673
2024,2,11500611,발산1동,5492539
2024,2,11500615,우장산동,6766158
2024,2,11500620,공항동,5588309
2024,2,11500630,방화1동,7672360
2024,2,11500640,방화2동,4670555
2024,2,11500641,방화3동,2493392
2024,2,11530510,신도림동,6137740
2024,2,11530520,구로1동,1910997
2024,2,11530530,구로2동,9155784
2024,2,11530540,구로3동,6648309
2024,2,11530550,구로4동,7094496
2024,2,11530560,구로5동,7131797
2024,2,11530595,가리봉동,3086962
2024,2,11530720,고척1동,4600188
2024,2,11530730,고척2동,5044395
2024,2,11530740,개봉1동,7902766
2024,2,11530750,개봉2동,4007100
2024,2,11530760,개봉3동,3725815
2024,2,11530770,오류1동,4113736
2024,2,11530780,오류2동,5035363
2024,2,11530790,수궁동,1804756
2024,2,11530800,항동,1081371
2024,2,11545510,가산동,4982950
2024,2,11545610,독산1동,5199602
2024,2,11545620,독산2동,3297534
2024,2,11545630,독산3동,4538748
2024,2,11545640,독산4동,3599927
2024,2,11545670,시흥1동,5446157
2024,2,11545680,시흥2동,1625814
2024,2,11545690,시흥3동,1196045
2024,2,11545700,시흥4동,2064967
2024,2,11545710,시흥5동,3445015
2024,2,11560515,영등포본동,6946651
2024,2,11560535,영등포동,10894142
2024,2,11560540,여의동,6710912
2024,2,11560550,당산1동,6883302
2024,2,11560560,당산2동,8619875
2024,2,11560585,도림동,5514546
2024,2,11560605,문래동,9256968
2024,2,11560610,양평1동,5342525
2024,2,11560620,양평2동,4936770
2024,2,11560630,신길1동,5360457
2024,2,11560650,신길3동,5928251
2024,2,11560660,신길4동,2605809
2024,2,11560670,신길5동,3228975
2024,2,11560680,신길6동,5230603
2024,2,11560690,신길7동,3933551
2024,2,11560700,대림1동,4371953
2024,2,11560710,대림2동,4992583
2024,2,11560720,대림3동,6856123
2024,2,11590510,노량진1동,6293636
2024,2,11590520,노량진2동,3194190
2024,2,11590530,상도1동,7983003
2024,2,11590540,상도2동,4899095
2024,2,11590550,상도3동,4648910
2024,2,11590560,상도4동,5290739
2024,2,11590605,흑석동,6293687
2024,2,11590620,사당1동,6698455
2024,2,11590630,사당2동,7669049
2024,2,11590640,사당3동,5254844
2024,2,11590650,사당4동,4077405
2024,2,11590651,사당5동,3348754
2024,2,11590660,대방동,7548204
2024,2,11590670,신대방1동,3729078
2024,2,11590680,신대방2동,5059854
2024,2,11620525,보라매동,3380472
2024,2,11620545,청림동,3201751
2024,2,11620565,성현동,4213750
2024,2,11620575,행운동,7171750
2024,2,11620585,낙성대동,6184855
2024,2,11620595,청룡동,10678550
2024,2,11620605,은천동,8461618
2024,2,11620615,중앙동,5491908
2024,2,11620625,인헌동,6150639
2024,2,11620630,남현동,4436467
2024,2,11620645,서원동,5575427
2024,2,11620655,신원동,6110063
2024,2,11620665,서림동,5096355
2024,2,11620685,신사동,7445633
2024,2,11620695,신림동,9986124
2024,2,11620715,난향동,1397711
2024,2,11620725,조원동,7134767
2024,2,11620735,대학동,6400370
2024,2,11620745,삼성동,7246114
2024,2,11620765,미성동,5053656
2024,2,11620775,난곡동,5742326
2024,2,11650510,서초1동,7870023
2024,2,11650520,서초2동,7086926
2024,2,11650530,서초3동,11986514
2024,2,11650531,서초4동,6435728
2024,2,11650540,잠원동,6210521
2024,2,11650550,반포본동,382171
2024,2,11650560,반포1동,6695495
2024,2,11650570,반포2동,1623676
2024,2,11650580,반포3동,3508566
2024,2,11650581,반포4동,5566352
2024,2,11650590,방배본동,4299479
2024,2,11650600,방배1동,4459777
2024,2,11650610,방배2동,4797652
2024,2,11650620,방배3동,3397526
2024,2,11650621,방배4동,6491891
2024,2,11650651,양재1동,8449099
2024,2,11650652,양재2동,5746263
2024,2,11650660,내곡동,1886841
2024,2,11680510,신사동,6692111
2024,2,11680521,논현1동,9758712
2024,2,11680531,논현2동,11946914
2024,2,11680545,압구정동,7506657
2024,2,11680565,청담동,9238591
2024,2,11680580,삼성1동,4792598
2024,2,11680590,삼성2동,9215141
2024,2,11680600,대치1동,4531432
2024,2,11680610,대치2동,6083700
2024,2,11680630,대치4동,10158276
2024,2,11680640,역삼1동,20635074
2024,2,11680650,역삼2동,11966721
2024,2,11680655,도곡1동,7532306
2024,2,11680656,도곡2동,3941808
2024,2,11680660,개포1동,2199757
2024,2,11680670,개포2동,2124327
2024,2,11680690,개포4동,3425996
2024,2,11680700,세곡동,3494066
2024,2,11680720,일원본동,2436861
2024,2,11680730,일원1동,2581517
2024,2,11680740,일원2동,1339678
2024,2,11680750,수서동,2247920
2024,2,11710510,풍납1동,4595396
2024,2,11710520,풍납2동,4907868
2024,2,11710531,거여1동,3340994
2024,2,11710532,거여2동,3608845
2024,2,11710540,마천1동,3413141
2024,2,11710550,마천2동,4977009
2024,2,11710561,방이1동,3584561
2024,2,11710562,방이2동,6314479
2024,2,11710566,오륜동,694265
2024,2,11710570,오금동,9800523
2024,2,11710580,송파1동,6238550
2024,2,11710590,송파2동,3204294
2024,2,11710600,석촌동,6542177
2024,2,11710610,삼전동,6222459
2024,2,11710620,가락본동,8042825
2024,2,11710631,가락1동,757910
2024,2,11710632,가락2동,6262526
2024,2,11710641,문정1동,4430657
2024,2,11710642,문정2동,2852529
2024,2,11710646,장지동,7686451
2024,2,11710647,위례동,3212534
2024,2,11710650,잠실본동,8266108
2024,2,11710670,잠실2동,2021046
2024,2,11710680,잠실3동,3641812
2024,2,11710690,잠실4동,2266896
2024,2,11710710,잠실6동,2445418
2024,2,11710720,잠실7동,671580
2024,2,11740515,강일동,4094175
2024,2,11740520,상일동,3462455
2024,2,11740530,명일1동,4949211
2024,2,11740540,명일2동,2062835
2024,2,11740550,고덕1동,3825608
2024,2,11740560,고덕2동,2097951
2024,2,11740570,암사1동,8452372
2024,2,11740580,암사2동,2364211
2024,2,11740590,암사3동,1498863
2024,2,11740600,천호1동,10409522
2024,2,11740610,천호2동,11247931
2024,2,11740620,천호3동,7219229
2024,2,11740640,성내1동,5841841
2024,2,11740650,성내2동,8271814
2024,2,11740660,성내3동,6644715
2024,2,11740685,길동,16678522
2024,2,11740690,둔촌1동,8464
2024,2,11740700,둔촌2동,6722354
2024,3,11110515,청운효자동,3461402
2024,3,11110530,사직동,3743471
2024,3,11110540,삼청동,954713
2024,3,11110550,부암동,914885
2024,3,11110560,평창동,838168
2024,3,11110570,무악동,1863501
2024,3,11110580,교남동,3921696
2024,3,11110600,가회동,1253677
2024,3,11110615,종로1234가동,13527970
2024,3,11110630,종로56가동,5744525
2024,3,11110640,이화동,4299805
2024,3,11110650,혜화동,8439896
2024,3,11110670,창신1동,2569374
2024,3,11110680,창신2동,4912642
2024,3,11110690,창신3동,1190668
2024,3,11110700,숭인1동,2058999
2024,3,11110710,숭인2동,5475278
2024,3,11140520,소공동,2710749
2024,3,11140540,회현동,4322078
2024,3,11140550,명동,5515367
2024,3,11140570,필동,2394253
2024,3,11140580,장충동,2054968
2024,3,11140590,광희동,6429294
2024,3,11140605,을지로동,4707696
2024,3,11140615,신당동,5202273
2024,3,11140625,다산동,4029921
2024,3,11140635,약수동,1977182
2024,3,11140645,청구동,3237643
2024,3,11140650,신당5동,3398814
2024,3,11140665,동화동,3686931
2024,3,11140670,황학동,5456634
2024,3,11140680,중림동,1801410
2024,3,11170510,후암동,3897620
2024,3,11170520,용산2가동,4629645
2024,3,11170530,남영동,1900602
2024,3,11170555,청파동,7434177
2024,3,11170560,원효로1동,4856440
2024,3,11170570,원효로2동,3874985
2024,3,11170580,효창동,3631355
2024,3,11170590,용문동,2535830
2024,3,11170625,한강로동,5596273
2024,3,11170630,이촌1동,4432186
2024,3,11170640,이촌2동,1590725
2024,3,11170650,이태원1동,2549977
2024,3,11170660,이태원2동,2879625
2024,3,11170685,한남동,4400850
2024,3,11170690,서빙고동,1774211
2024,3,11170700,보광동,2596555
2024,3,11200520,왕십리2동,4257821
2024,3,11200535,왕십리도선동,5497986
2024,3,11200540,마장동,5084854
2024,3,11200550,사근동,3900199
2024,3,11200560,행당1동,5352424
2024,3,11200570,행당2동,4521871
2024,3,11200580,응봉동,2977452
2024,3,11200590,금호1가동,3263574
2024,3,11200615,금호23가동,6275018
2024,3,11200620,금호4가동,2885876
2024,3,11200645,옥수동,2862565
2024,3,11200650,성수1가1동,3079247
2024,3,11200660,성수1가2동,5569494
2024,3,11200670,성수2가1동,4858644
2024,3,11200690,성수2가3동,5525815
2024,3,11200720,송정동,2961513
2024,3,11200790,용답동,3290351
2024,3,11215710,화양동,9185529
2024,3,11215730,군자동,6315541
2024,3,11215740,중곡1동,3737481
2024,3,11215750,중곡2동,4435244
2024,3,11215760,중곡3동,4943489
2024,3,11215770,중곡4동,6342841
2024,3,11215780,능동,2129513
2024,3,11215810,광장동,5946361
2024,3,11215820,자양1동,7896923
2024,3,11215830,자양2동,5279162
2024,3,11215840,자양3동,6845415
2024,3,11215847,자양4동,8643474
2024,3,11215850,구의1동,7002457
2024,3,11215860,구의2동,4998537
2024,3,11215870,구의3동,6410265
2024,3,11230536,용신동,14274517
2024,3,11230545,제기동,12221734
2024,3,11230560,전농1동,11286951
2024,3,11230570,전농2동,2468454
2024,3,11230600,답십리1동,6906589
2024,3,11230610,답십리2동,5686789
2024,3,11230650,장안1동,9154094
2024,3,11230660,장안2동,7359660
2024,3,11230705,청량리동,6307812
2024,3,11230710,회기동,4481314
2024,3,11230720,휘경1동,5698325
2024,3,11230730,휘경2동,4248164
2024,3,11230740,이문1동,8327026
2024,3,11230750,이문2동,3665996
2024,3,11260520,면목2동,5401048
2024,3,11260540,면목4동,4719874
2024,3,11260550,면목5동,2413701
2024,3,11260565,면목본동,9608441
2024,3,11260570,면목7동,6104342
2024,3,11260575,면목38동,6379377
2024,3,11260580,상봉1동,4211577
2024,3,11260590,상봉2동,7300817
2024,3,11260600,중화1동,4979874
2024,3,11260610,중화2동,7506069
2024,3,11260620,묵1동,6843788
2024,3,11260630,묵2동,5243604
2024,3,11260655,망우본동,11179831
2024,3,11260660,망우3동,4011481
2024,3,11260680,신내1동,4911434
2024,3,11260690,신내2동,1757177
2024,3,11290525,성북동,4091855
2024,3,11290555,삼선동,9657294
2024,3,11290575,동선동,7758921
2024,3,11290580,돈암1동,2558552
2024,3,11290590,돈암2동,2714823
2024,3,11290600,안암동,6600972
2024,3,11290610,보문동,5292828
2024,3,11290620,정릉1동,4465603
2024,3,11290630,정릉2동,5975447
2024,3,11290640,정릉3동,2755141
2024,3,11290650,정릉4동,3424886
2024,3,11290660,길음1동,6288028
2024,3,11290685,길음2동,5060851
2024,3,11290705,종암동,10584932
2024,3,11290715,월곡1동,7785760
2024,3,11290725,월곡2동,5938261
2024,3,11290760,장위1동,7272598
2024,3,11290770,장위2동,4394528
2024,3,11290780,장위3동,2477492
2024,3,11290810,석관동,10442600
2024,3,11305534,삼양동,11074873
2024,3,11305535,미아동,7546949
2024,3,11305545,송중동,11679325
2024,3,11305555,송천동,12713858
2024,3,11305575,삼각산동,3021699
2024,3,11305595,번1동,6882867
2024,3,11305603,번2동,2884157
2024,3,11305608,번3동,3360467
2024,3,11305615,수유1동,5854306
2024,3,11305625,수유2동,5300678
2024,3,11305635,수유3동,9464997
2024,3,11305645,우이동,3948848
2024,3,11305660,인수동,8245053
2024,3,11320511,창1동,3437237
2024,3,11320512,창2동,11166779
2024,3,11320513,창3동,3464877
2024,3,11320514,창4동,3746405
2024,3,11320515,창5동,3945245
2024,3,11320521,도봉1동,3655182
2024,3,11320522,도봉2동,3154063
2024,3,11320660,쌍문1동,4870256
2024,3,11320670,쌍문2동,4516235
2024,3,11320680,쌍문3동,5405300
2024,3,11320681,쌍문4동,2164002
2024,3,11320690,방학1동,6455349
2024,3,11320700,방학2동,2819940
2024,3,11320710,방학3동,3427101
2024,3,11350560,월계1동,4288796
2024,3,11350570,월계2동,3599582
2024,3,11350580,월계3동,2479674
2024,3,11350595,공릉1동,10386750
2024,3,11350600,공릉2동,8185815
2024,3,11350611,하계1동,3594953
2024,3,11350612,하계2동,2573800
2024,3,11350619,중계본동,3951533
2024,3,11350621,중계1동,3769178
2024,3,11350624,중계4동,2759484
2024,3,11350625,중계23동,4161290
2024,3,11350630,상계1동,7091892
2024,3,11350640,상계2동,10347182
2024,3,11350665,상계34동,8849934
2024,3,11350670,상계5동,5704799
2024,3,11350695,상계67동,6369391
2024,3,11350700,상계8동,922016
2024,3,11350710,상계9동,1809411
2024,3,11350720,상계10동,1822946
2024,3,11380510,녹번동,6399187
2024,3,11380520,불광1동,5047081
2024,3,11380530,불광2동,6017433
2024,3,11380551,갈현1동,5738551
2024,3,11380552,갈현2동,5627034
2024,3,11380560,구산동,5527238
2024,3,11380570,대조동,13055954
2024,3,11380580,응암1동,4968869
2024,3,11380590,응암2동,3987886
2024,3,11380600,응암3동,8035635
2024,3,11380625,역촌동,11137111
2024,3,11380631,신사1동,6184747
2024,3,11380632,신사2동,2709220
2024,3,11380640,증산동,3239100
2024,3,11380650,수색동,2861744
2024,3,11380690,진관동,6700610
2024,3,11410520,천연동,3223815
2024,3,11410555,북아현동,21830027
2024,3,11410565,충현동,11231015
2024,3,11410585,신촌동,10452772
2024,3,11410615,연희동,8430357
2024,3,11410620,홍제1동,6224559
2024,3,11410640,홍제3동,3894443
2024,3,11410655,홍제2동,1877381
2024,3,11410660,홍은1동,3683841
2024,3,11410685,홍은2동,4184724
2024,3,11410690,남가좌1동,1136560
2024,3,11410700,남가좌2동,5760319
2024,3,11410710,북가좌1동,2590040
2024,3,11410720,북가좌2동,10145040
2024,3,11440555,아현동,7511425
2024,3,11440565,공덕동,12935290
2024,3,11440585,도화동,4304962
2024,3,11440590,용강동,5862027
2024,3,11440600,대흥동,6764126
2024,3,11440610,염리동,5021389
2024,3,11440630,신수동,4916815
2024,3,11440655,서강동,5955665
2024,3,11440660,서교동,17321631
2024,3,11440680,합정동,4642709
2024,3,11440690,망원1동,7043989
2024,3,11440700,망원2동,5954469
2024,3,11440710,연남동,6357891
2024,3,11440720,성산1동,5807354
2024,3,11440730,성산2동,6878075
2024,3,11440740,상암동,5196788
2024,3,11470510,목1동,4872416
2024,3,11470520,목2동,6791343
2024,3,11470530,목3동,4907915
2024,3,11470540,목4동,5712758
2024,3,11470550,목5동,4570677
2024,3,11470560,신월1동,4112625
2024,3,11470570,신월2동,3493592
2024,3,11470580,신월3동,2732022
2024,3,11470590,신월4동,3306643
2024,3,11470600,신월5동,2763107
2024,3,11470610,신월6동,974124
2024,3,11470611,신월7동,2123726
2024,3,11470620,신정1동,3200695
2024,3,11470630,신정2동,4375344
2024,3,11470640,신정3동,7300318
2024,3,11470650,신정4동,11066177
2024,3,11470670,신정6동,2017228
2024,3,11470680,신정7동,3083284
2024,3,11500510,염창동,8352460
2024,3,11500520,등촌1동,5077412
2024,3,11500530,등촌2동,3702377
2024,3,11500535,등촌3동,7067968
2024,3,11500540,화곡1동,16154337
2024,3,11500550,화곡2동,3362341
2024,3,11500560,화곡3동,3846378
2024,3,11500570,화곡4동,4658081
2024,3,11500590,화곡본동,7800871
2024,3,11500591,화곡6동,5484442
2024,3,11500593,화곡8동,7996556
2024,3,11500603,가양1동,3225463
2024,3,11500604,가양2동,2177200
2024,3,11500605,가양3동,1909669
2024,3,11500611,발산1동,5326795
2024,3,11500615,우장산동,6860725
2024,3,11500620,공항동,5431825
2024,3,11500630,방화1동,7638076
2024,3,11500640,방화2동,4708139
2024,3,11500641,방화3동,2467815
2024,3,11530510,신도림동,6064435
2024,3,11530520,구로1동,1925319
2024,3,11530530,구로2동,9292714
2024,3,11530540,구로3동,6648237
2024,3,11530550,구로4동,7132853
2024,3,11530560,구로5동,7152296
2024,3,11530595,가리봉동,3082512
2024,3,11530720,고척1동,4497460
2024,3,11530730,고척2동,5284846
2024,3,11530740,개봉1동,7666396
2024,3,11530750,개봉2동,4031456
2024,3,11530760,개봉3동,3873893
2024,3,11530770,오류1동,4054068
2024,3,11530780,오류2동,4986448
2024,3,11530790,수궁동,1758258
2024,3,11530800,항동,1053164
2024,3,11545510,가산동,5027587
2024,3,11545610,독산1동,5193847
2024,3,11545620,독산2동,3379656
2024,3,11545630,독산3동,4609546
2024,3,11545640,독산4동,3626034
2024,3,11545670,시흥1동,5468492
2024,3,11545680,시흥2동,1624165
2024,3,11545690,시흥3동,1193442
2024,3,11545700,시흥4동,2150270
2024,3,11545710,시흥5동,3452646
2024,3,11560515,영등포본동,6867442
2024,3,11560535,영등포동,10761038
2024,3,11560540,여의동,6580926
2024,3,11560550,당산1동,6824895
2024,3,11560560,당산2동,8600057
2024,3,11560585,도림동,5499685
2024,3,11560605,문래동,9272180
2024,3,11560610,양평1동,5328689
2024,3,11560620,양평2동,4824126
2024,3,11560630,신길1동,5354207
2024,3,11560650,신길3동,6057161
2024,3,11560660,신길4동,2567516
2024,3,11560670,신길5동,3137012
2024,3,11560680,신길6동,5538276
2024,3,11560690,신길7동,3831168
2024,3,11560700,대림1동,4393701
2024,3,11560710,대림2동,4926114
2024,3,11560720,대림3동,6834948
2024,3,11590510,노량진1동,6275104
2024,3,11590520,노량진2동,2993643
2024,3,11590530,상도1동,7570479
2024,3,11590540,상도2동,4772355
2024,3,11590550,상도3동,4684005
2024,3,11590560,상도4동,5544428
2024,3,11590605,흑석동,5755248
2024,3,11590620,사당1동,6591481
2024,3,11590630,사당2동,7580620
2024,3,11590640,사당3동,5313428
2024,3,11590650,사당4동,4042524
2024,3,11590651,사당5동,3390400
2024,3,11590660,대방동,7355074
2024,3,11590670,신대방1동,3703130
2024,3,11590680,신대방2동,5149369
2024,3,11620525,보라매동,3420036
2024,3,11620545,청림동,3242134
2024,3,11620565,성현동,4185515
2024,3,11620575,행운동,7109632
2024,3,11620585,낙성대동,6010320
2024,3,11620595,청룡동,10664518
2024,3,11620605,은천동,8420358
2024,3,11620615,중앙동,5390186
2024,3,11620625,인헌동,5991417
2024,3,11620630,남현동,4516657
2024,3,11620645,서원동,5420025
2024,3,11620655,신원동,6113476
2024,3,11620665,서림동,5096783
2024,3,11620685,신사동,7421992
2024,3,11620695,신림동,9936804
2024,3,11620715,난향동,1453857
2024,3,11620725,조원동,7339234
2024,3,11620735,대학동,6079016
2024,3,11620745,삼성동,7116023
2024,3,11620765,미성동,5159565
2024,3,11620775,난곡동,5703234
2024,3,11650510,서초1동,7812814
2024,3,11650520,서초2동,7034452
2024,3,11650530,서초3동,11998218
2024,3,11650531,서초4동,6560717
2024,3,11650540,잠원동,6231845
2024,3,11650550,반포본동,439596
2024,3,11650560,반포1동,6698873
2024,3,11650570,반포2동,1701878
2024,3,11650580,반포3동,3431216
2024,3,11650581,반포4동,5441420
2024,3,11650590,방배본동,4582806
2024,3,11650600,방배1동,4386808
2024,3,11650610,방배2동,4621026
2024,3,11650620,방배3동,3377059
2024,3,11650621,방배4동,6308174
2024,3,11650651,양재1동,8459500
2024,3,11650652,양재2동,5583784
2024,3,11650660,내곡동,1844043
2024,3,11680510,신사동,6702573
2024,3,11680521,논현1동,9727650
2024,3,11680531,논현2동,11969518
2024,3,11680545,압구정동,7575192
2024,3,11680565,청담동,9044359
2024,3,11680580,삼성1동,4736766
2024,3,11680590,삼성2동,9212170
2024,3,11680600,대치1동,4646439
2024,3,11680610,대치2동,6355369
2024,3,11680630,대치4동,10904498
2024,3,11680640,역삼1동,20684465
2024,3,11680650,역삼2동,12129381
2024,3,11680655,도곡1동,7670183
2024,3,11680656,도곡2동,3943885
2024,3,11680660,개포1동,2168732
2024,3,11680670,개포2동,2156296
2024,3,11680690,개포4동,3419859
2024,3,11680700,세곡동,3531192
2024,3,11680720,일원본동,2453464
2024,3,11680730,일원1동,2581837
2024,3,11680740,일원2동,1375496
2024,3,11680750,수서동,2175292
2024,3,11710510,풍납1동,4675977
2024,3,11710520,풍납2동,4932132
2024,3,11710531,거여1동,3325881
2024,3,11710532,거여2동,3641623
2024,3,11710540,마천1동,3468039
2024,3,11710550,마천2동,4981184
2024,3,11710561,방이1동,3659647
2024,3,11710562,방이2동,6333118
2024,3,11710566,오륜동,655888
2024,3,11710570,오금동,9835551
2024,3,11710580,송파1동,6087327
2024,3,11710590,송파2동,3096612
2024,3,11710600,석촌동,6574787
2024,3,11710610,삼전동,6297396
2024,3,11710620,가락본동,8263765
2024,3,11710631,가락1동,759204
2024,3,11710632,가락2동,6161273
2024,3,11710641,문정1동,4308902
2024,3,11710642,문정2동,2784565
2024,3,11710646,장지동,7570249
2024,3,11710647,위례동,3273202
2024,3,11710650,잠실본동,8370368
2024,3,11710670,잠실2동,2155569
2024,3,11710680,잠실3동,3705167
2024,3,11710690,잠실4동,2277930
2024,3,11710710,잠실6동,2369910
2024,3,11710720,잠실7동,661988
2024,3,11740515,강일동,3965921
2024,3,11740520,상일동,3402768
2024,3,11740530,명일1동,4841513
2024,3,11740540,명일2동,2134630
2024,3,11740550,고덕1동,3729983
2024,3,11740560,고덕2동,2059421
2024,3,11740570,암사1동,8614617
2024,3,11740580,암사2동,2357168
2024,3,11740590,암사3동,1548928
2024,3,11740600,천호1동,10601178
2024,3,11740610,천호2동,11231973
2024,3,11740620,천호3동,7375620
2024,3,11740640,성내1동,5778800
2024,3,11740650,성내2동,8341294
2024,3,11740660,성내3동,6690800
2024,3,11740685,길동,17355779
2024,3,11740690,둔촌1동,8157
2024,3,11740700,둔촌2동,6672796
2024,4,11110515,청운효자동,3580355
