연도,분기,NM,행정동_코드,전체,1층,1층외,영역_면적
2024,4,신사동,11620685,99606,121361,77851,641031
2024,4,신사동,11680510,194399,225196,163601,2059234
2024,4,신수동,11440630,127819,107988,147650,797879
2024,4,신원동,11620655,160949,154469,167429,544977
2024,4,신월1동,11470560,93756,115182,72330,622400
2024,4,신월2동,11470570,81759,100819,62700,606811
2024,4,신월3동,11470580,83773,75031,92516,918039
2024,4,신월4동,11470590,88529,102917,74141,469873
2024,4,신월5동,11470600,69302,85128,53477,638302
2024,4,신월6동,11470610,107870,110669,105071,444286
2024,4,신월7동,11470611,80508,126933,34083,1230628
2024,4,신정1동,11470620,101479,121975,80984,747568
2024,4,신정2동,11470630,79370,99362,59378,525899
2024,4,신정3동,11470640,122765,153402,92128,2756536
2024,4,신정4동,11470650,119716,128322,111111,997144
2024,4,신정6동,11470670,154402,210612,98193,940885
2024,4,신정7동,11470680,107827,128772,86882,1234130
2024,4,신촌동,11410585,167190,195698,138682,2720364
2024,4,쌍문1동,11320660,88691,68573,108808,1175774
2024,4,쌍문2동,11320670,95577,107396,83758,541193
2024,4,쌍문3동,11320680,87703,109401,66005,504805
2024,4,쌍문4동,11320681,93738,102682,84794,554868
2024,4,아현동,11440555,169110,230433,107788,744328
2024,4,안암동,11290600,101340,136271,66409,1379571
2024,4,암사1동,11740570,98687,127824,69550,735480
2024,4,암사2동,11740580,152234,226088,78379,2174329
2024,4,암사3동,11740590,155894,193129,118658,1799368
2024,4,압구정동,11680545,184213,263566,104861,2345057
2024,4,약수동,11140635,186824,219147,154501,486369
2024,4,양재1동,11650651,119614,153891,85337,5765358
2024,4,양재2동,11650652,117514,109931,125097,7562268
2024,4,양평1동,11560610,148317,111570,185064,974912
2024,4,양평2동,11560620,133888,125671,142105,2874596
2024,4,여의동,11560540,169178,228854,109501,8437543
2024,4,역삼1동,11680640,198929,205870,191989,2362133
2024,4,역삼2동,11680650,230806,274001,187612,1135029
2024,4,역촌동,11380625,89151,106875,71428,1157542
2024,4,연남동,11440710,142213,160652,123774,647438
2024,4,연희동,11410615,113705,124213,103198,2929172
2024,4,염리동,11440610,135881,170372,101391,491468
2024,4,염창동,11500510,112955,152329,73582,1732856
2024,4,영등포동,11560535,126650,132392,120909,1372094
2024,4,영등포본동,11560515,85257,89617,80897,846370
2024,4,오금동,11710570,88561,92653,84468,1648868
2024,4,오류1동,11530770,127152,145828,108477,727414
2024,4,오류2동,11530780,160436,205705,115166,3061018
2024,4,오륜동,11710566,157185,,157185,3085088
2024,4,옥수동,11200645,132307,146337,118277,1922027
2024,4,왕십리2동,11200520,113270,161413,65128,372425
2024,4,왕십리도선동,11200535,144794,157054,132533,710285
2024,4,용강동,11440590,167378,213939,120816,790602
2024,4,용답동,11200790,122047,191576,52519,2377148
2024,4,용문동,11170590,107127,145375,68878,277531
2024,4,용산2가동,11170520,83867,96656,71078,1966853
2024,4,용신동,11230536,85325,102489,68160,1618399
2024,4,우이동,11305645,122311,86351,158271,10587752
2024,4,우장산동,11500615,116487,121673,111301,1261588
2024,4,원효로1동,11170560,94645,112166,77124,589017
2024,4,원효로2동,11170570,77212,88820,65604,708975
2024,4,월계1동,11350560,135545,137307,133783,1107461
2024,4,월계2동,11350570,94910,141691,48129,2004785
2024,4,월계3동,11350580,111141,164387,57895,1168283
2024,4,월곡1동,11290715,98448,117445,79450,801757
2024,4,월곡2동,11290725,88792,125783,51801,1364901
2024,4,위례동,11710647,154659,213934,95385,2537372
2024,4,은천동,11620605,101527,141949,61104,776212
2024,4,을지로동,11140605,205096,281344,128849,611524
2024,4,응봉동,11200580,64796,77253,52339,553662
2024,4,응암1동,11380580,100169,122574,77763,1109863
2024,4,응암2동,11380590,116297,127882,104712,755247
2024,4,응암3동,11380600,83137,116662,49612,752773
2024,4,이문1동,11230740,97268,149253,45282,1039602
2024,4,이문2동,11230750,67617,99639,35595,723890
2024,4,이촌1동,11170630,222563,293109,152017,2872767
2024,4,이촌2동,11170640,112262,80248,144275,1205543
2024,4,이태원1동,11170650,148878,153496,144259,582899
2024,4,이태원2동,11170660,130761,146334,115188,874243
2024,4,이화동,11110640,118655,151725,85585,782395
2024,4,인수동,11305660,63188,76243,50133,2998011
2024,4,인헌동,11620625,112021,137179,86864,1089078
2024,4,일원1동,11680730,63599,61399,65799,953471
2024,4,일원2동,11680740,87900,,87900,1300290
2024,4,일원본동,11680720,,,,2354625
2024,4,자양1동,11215820,90778,116664,64891,568868
2024,4,자양2동,11215830,88566,108639,68494,1657523
2024,4,자양3동,11215840,127590,162427,92753,1196419
2024,4,자양4동,11215847,114150,136172,92128,1180023
2024,4,잠실2동,11710670,326200,435848,216552,2686850
2024,4,잠실3동,11710680,243579,320851,166307,1542643
2024,4,잠실4동,11710690,281388,378370,184407,780204
2024,4,잠실6동,11710710,175266,231603,118928,1508001
2024,4,잠실7동,11710720,86528,124475,48582,723486
2024,4,잠실본동,11710650,142553,184347,100759,1028997
2024,4,잠원동,11650540,141754,148056,135451,1756867
2024,4,장안1동,11230650,104919,110407,99431,1342167
2024,4,장안2동,11230660,82552,109079,56026,996640
2024,4,장위1동,11290760,79901,83763,76040,708546
2024,4,장위2동,11290770,136630,113880,159380,679894
2024,4,장위3동,11290780,158695,245063,72326,652601
2024,4,장지동,11710646,99916,131871,67961,1278355
2024,4,장충동,11140580,181986,193857,170115,1017925
2024,4,전농1동,11230560,90105,103778,76432,1126695
2024,4,전농2동,11230570,75339,91405,59273,977568
2024,4,정릉1동,11290620,90423,92889,87957,412365
2024,4,정릉2동,11290630,145868,105515,186221,1094889
2024,4,정릉3동,11290640,113404,113404,,3327126
2024,4,정릉4동,11290650,104882,127459,82305,3570914
2024,4,제기동,11230545,101667,128002,75333,1181705
2024,4,조원동,11620725,104460,115382,93538,666607
2024,4,종로1234가동,11110615,195252,259056,131449,2417171
2024,4,종로56가동,11110630,247939,245320,250557,603167
2024,4,종암동,11290705,79632,100495,58769,1404527
2024,4,중계1동,11350621,149778,185146,114411,623451
2024,4,중계23동,11350625,133196,168271,98121,919083
2024,4,중계4동,11350624,101887,140670,63104,1519449
2024,4,중계본동,11350619,108048,121896,94200,2183234
2024,4,중곡1동,11215740,82285,112299,52271,614505
2024,4,중곡2동,11215750,90912,121721,60102,545542
2024,4,중곡3동,11215760,73510,110906,36114,601866
2024,4,중곡4동,11215770,105975,134862,77089,2313468
2024,4,중림동,11140680,186686,243121,130251,484384
2024,4,중앙동,11620615,109099,150292,67906,384728
2024,4,중화1동,11260600,62162,82310,42015,641493
2024,4,중화2동,11260610,82016,107641,56392,1016955
2024,4,증산동,11380640,80778,82111,79445,807409
2024,4,진관동,11380690,121001,128273,113728,11565110
2024,4,창1동,11320511,97670,123558,71782,1122171
2024,4,창2동,11320512,92735,105595,79874,654442
2024,4,창3동,11320513,75344,90233,60455,655485
2024,4,창4동,11320514,182755,265659,99851,1140172
2024,4,창5동,11320515,124553,158256,90851,701480
2024,4,창신1동,11110670,214549,268665,160434,305337
2024,4,창신2동,11110680,105859,111214,100504,257323
2024,4,창신3동,11110690,258053,258053,,216835
2024,4,천연동,11410520,88544,107298,69790,982817
2024,4,천호1동,11740600,88963,96175,81751,668998
2024,4,천호2동,11740610,119966,131566,108366,1850853
2024,4,천호3동,11740620,124115,125893,122337,561872
2024,4,청구동,11140645,231422,216344,246499,342571
2024,4,청담동,11680565,240003,310855,169151,2329217
2024,4,청량리동,11230705,77770,103521,52020,1204398
2024,4,청룡동,11620595,145116,155919,134313,1195604
2024,4,청림동,11620545,89292,118658,59926,297155
2024,4,청운효자동,11110515,158296,209717,106875,2568432
2024,4,청파동,11170555,112045,136179,87911,886225
2024,4,충현동,11410565,127345,139830,114861,1116001
2024,4,평창동,11110560,85049,85661,84438,8947328
2024,4,풍납1동,11710510,132466,132466,,1075294
2024,4,풍납2동,11710520,72827,95254,50400,2564554
2024,4,필동,11140570,157894,181992,133797,1464686
2024,4,하계1동,11350611,96071,111445,80698,1527061
2024,4,하계2동,11350612,99659,130556,68762,500023
2024,4,한강로동,11170625,129566,159731,99402,2869816
2024,4,한남동,11170685,156160,196037,116282,3031897
2024,4,합정동,11440680,134538,170138,98939,1712389
2024,4,항동,11530800,209215,281292,137138,1446941
2024,4,행당1동,11200560,170098,174808,165389,573566
2024,4,행당2동,11200570,128315,138697,117933,457669
2024,4,행운동,11620575,134282,131649,136915,718235
2024,4,혜화동,11110650,127378,164899,89856,1132421
2024,4,홍은1동,11410660,83823,77599,90047,1615140
2024,4,홍은2동,11410685,104939,110109,99769,2075085
2024,4,홍제1동,11410620,105147,125132,85161,1235632
2024,4,홍제2동,11410655,78103,89485,66721,699978
2024,4,홍제3동,11410640,71915,89788,54042,1192508
2024,4,화곡1동,11500540,116131,143211,89051,1197746
2024,4,화곡2동,11500550,75985,94822,57148,454621
2024,4,화곡3동,11500560,117915,127933,107898,521858
2024,4,화곡4동,11500570,139478,130411,148546,852049
2024,4,화곡6동,11500591,101171,143373,58970,1037911
2024,4,화곡8동,11500593,154771,160706,148837,593322
2024,4,화곡본동,11500590,129780,120857,138704,972735
2024,4,화양동,11215710,150208,165679,134737,1166008
2024,4,황학동,11140670,181210,178304,184115,328640
2024,4,회기동,11230710,112574,138108,87039,766917
2024,4,회현동,11140540,343544,442714,244373,897827
2024,4,효창동,11170580,158732,136828,180637,446197
2024,4,후암동,11170510,103221,107802,98640,865892
2024,4,휘경1동,11230720,116386,124545,108228,521796
2024,4,휘경2동,11230730,88021,105486,70557,1113609
2024,4,흑석동,11590605,143397,143193,143600,1708306
2025,1,가락1동,11710631,142856,107415,178297,1393228
2025,1,가락2동,11710632,100139,145247,55031,932311
2025,1,가락본동,11710620,110615,116687,104543,1014738
2025,1,가리봉동,11530595,188547,189639,187455,410996
2025,1,가산동,11545510,132043,152972,111114,2512852
2025,1,가양1동,11500603,179800,248232,111368,4970691
2025,1,가양2동,11500604,93940,123161,64719,823874
2025,1,가양3동,11500605,122778,,122778,474228
2025,1,가회동,11110600,167750,221554,113946,539955
2025,1,갈현1동,11380551,91971,118664,65278,961071
2025,1,갈현2동,11380552,88712,120267,57157,985165
2025,1,강일동,11740515,172081,218264,125898,3647520
2025,1,개봉1동,11530740,142976,164953,121000,1320319
2025,1,개봉2동,11530750,142774,152476,133072,782524
2025,1,개봉3동,11530760,127692,171037,84346,828418
2025,1,개포1동,11680660,,,,1449952
2025,1,개포2동,11680670,257227,323699,190754,2243338
2025,1,개포4동,11680690,123617,118526,128708,1665461
2025,1,거여1동,11710531,89004,117519,60488,522308
2025,1,거여2동,11710532,104677,159276,50079,612901
2025,1,고덕1동,11740550,169454,241743,97165,1518495
2025,1,고덕2동,11740560,167238,187198,147278,2206786
2025,1,고척1동,11530720,140012,195261,84762,1151238
2025,1,고척2동,11530730,119380,99755,139005,1025572
2025,1,공덕동,11440565,158716,180609,136823,1019197
2025,1,공릉1동,11350595,92283,112802,71765,1263261
2025,1,공릉2동,11350600,105145,151505,58784,6983449
2025,1,공항동,11500620,87209,96861,77557,10861768
2025,1,광장동,11215810,141374,185781,96968,2393761
2025,1,광희동,11140590,240575,245714,235436,737204
2025,1,교남동,11110580,209438,221892,196984,346926
2025,1,구로1동,11530520,242707,242707,,1008892
2025,1,구로2동,11530530,127247,142385,112109,1703350
2025,1,구로3동,11530540,197785,244498,151071,1040120
2025,1,구로4동,11530550,165135,196450,133820,524507
2025,1,구로5동,11530560,152548,205963,99134,1012473
2025,1,구산동,11380560,87830,112275,63385,1389775
2025,1,구의1동,11215850,104446,124521,84371,565313
2025,1,구의2동,11215860,115940,121765,110115,1388041
2025,1,구의3동,11215870,124345,159637,89052,1027561
2025,1,군자동,11215730,108508,118313,98703,738025
2025,1,금호1가동,11200590,105489,138823,72155,444872
2025,1,금호23가동,11200615,117788,150048,85528,631196
2025,1,금호4가동,11200620,140364,164380,116349,832333
2025,1,길동,11740685,129988,163768,96207,1631616
2025,1,길음1동,11290660,162069,184801,139337,797310
2025,1,길음2동,11290685,122098,121594,122602,588002
2025,1,낙성대동,11620585,153628,199094,108162,2262818
2025,1,난곡동,11620775,107647,117644,97651,972373
2025,1,난향동,11620715,65481,81226,49735,821397
2025,1,남가좌1동,11410690,173943,173943,,475536
2025,1,남가좌2동,11410700,117428,135084,99772,783775
2025,1,남영동,11170530,115793,127254,104331,1177788
2025,1,남현동,11620630,115600,120083,111117,3281024
2025,1,내곡동,11650660,148045,162281,133810,12708880
2025,1,노량진1동,11590510,132188,160062,104314,1613446
2025,1,노량진2동,11590520,226531,295767,157296,600568
2025,1,녹번동,11380510,88070,103082,73058,1794215
2025,1,논현1동,11680521,196314,235056,157572,1258744
2025,1,논현2동,11680531,180071,215972,144169,1458524
2025,1,능동,11215780,134909,175157,94661,1092105
2025,1,다산동,11140625,164701,156925,172476,523971
2025,1,답십리1동,11230600,111664,152546,70781,788242
2025,1,답십리2동,11230610,92603,111669,73538,875745
2025,1,당산1동,11560550,117855,141296,94415,745305
2025,1,당산2동,11560560,133015,163456,102575,1581310
2025,1,대림1동,11560700,135781,116548,155014,498978
2025,1,대림2동,11560710,108107,139263,76952,572540
2025,1,대림3동,11560720,87811,117614,58008,921696
2025,1,대방동,11590660,111083,132793,89372,1544903
2025,1,대조동,11380570,127005,136639,117370,851692
2025,1,대치1동,11680600,266099,348946,183252,809823
2025,1,대치2동,11680610,226073,286513,165633,1837367
2025,1,대치4동,11680630,193470,242294,144647,701081
2025,1,대학동,11620735,110767,164983,56551,8405183
2025,1,대흥동,11440600,143453,182309,104597,858570
2025,1,도곡1동,11680655,176666,212396,140937,1050609
2025,1,도곡2동,11680656,133267,151438,115096,990763
2025,1,도림동,11560585,85449,102470,68427,585885
2025,1,도봉1동,11320521,83667,95215,72118,8451468
2025,1,도봉2동,11320522,88873,104436,73310,1119031
2025,1,도화동,11440585,139985,181974,97995,625018
2025,1,독산1동,11545610,125374,172712,78035,2061921
2025,1,독산2동,11545620,183806,155035,212577,617174
2025,1,독산3동,11545630,88180,95955,80405,934985
2025,1,독산4동,11545640,112603,165910,59296,591045
2025,1,돈암1동,11290580,46280,,46280,488898
2025,1,돈암2동,11290590,81419,89199,73639,518335
2025,1,동선동,11290575,124900,153104,96696,724957
2025,1,동화동,11140665,189648,174980,204316,327045
2025,1,둔촌1동,11740690,,,,912178
2025,1,둔촌2동,11740700,103984,151361,56607,1550455
2025,1,등촌1동,11500520,136535,128718,144351,650741
2025,1,등촌2동,11500530,123605,151447,95763,910666
2025,1,등촌3동,11500535,131753,163531,99975,1060362
2025,1,마장동,11200540,119399,155931,82867,1035276
2025,1,마천1동,11710540,85734,121546,49921,575258
2025,1,마천2동,11710550,88458,95960,80956,890688
2025,1,망우3동,11260660,67591,76617,58565,962561
2025,1,망우본동,11260655,90149,112313,67985,2948109
2025,1,망원1동,11440690,151435,175877,126994,1101005
2025,1,망원2동,11440700,119134,164829,73439,676411
2025,1,면목2동,11260520,67619,77262,57977,763122
2025,1,면목38동,11260575,90439,107749,73129,1614117
2025,1,면목4동,11260540,61958,72324,51592,843466
2025,1,면목5동,11260550,65642,74110,57175,704936
2025,1,면목7동,11260570,74111,96567,51656,1236134
2025,1,면목본동,11260565,73289,105757,40820,849019
2025,1,명동,11140550,225067,255135,195000,969729
2025,1,명일1동,11740530,137355,176560,98151,634942
2025,1,명일2동,11740540,131734,176290,87178,914329
2025,1,목1동,11470510,146279,196308,96250,1433111
2025,1,목2동,11470520,114388,120851,107925,1021355
2025,1,목3동,11470530,107106,135180,79031,531850
2025,1,목4동,11470540,101062,126902,75221,577493
2025,1,목5동,11470550,156034,220956,91113,1766361
2025,1,무악동,11110570,,,,369520
2025,1,묵1동,11260620,102266,141209,63323,1238436
2025,1,묵2동,11260630,77634,82592,72677,669204
2025,1,문래동,11560605,110497,119682,101312,1786708
2025,1,문정1동,11710641,86195,110087,62302,612546
2025,1,문정2동,11710642,160396,196509,124284,2242033
2025,1,미성동,11620765,111866,117449,106283,1359429
2025,1,미아동,11305535,87076,113329,60824,841204
2025,1,반포1동,11650560,146269,173964,118575,992368
2025,1,반포2동,11650570,310781,341106,280455,1396031
2025,1,반포3동,11650580,213435,227580,199290,1251708
2025,1,반포4동,11650581,159258,184971,133545,1427141
2025,1,반포본동,11650550,64628,64628,,972536
2025,1,발산1동,11500611,140975,176968,104983,2887669
2025,1,방배1동,11650600,143960,176803,111117,689244
2025,1,방배2동,11650610,144445,163274,125617,1904030
2025,1,방배3동,11650620,83617,115940,51294,2375134
2025,1,방배4동,11650621,117781,140555,95007,949527
2025,1,방배본동,11650590,118493,146907,90079,677510
2025,1,방이1동,11710561,131146,120465,141827,609259
2025,1,방이2동,11710562,152667,195704,109631,769841
2025,1,방학1동,11320690,95568,116654,74481,1040857
2025,1,방학2동,11320700,72513,97180,47846,1092814
2025,1,방학3동,11320710,103398,140050,66746,1951026
2025,1,방화1동,11500630,153706,174153,133259,1475606
2025,1,방화2동,11500640,80865,80000,81730,6157541
2025,1,방화3동,11500641,101221,127884,74558,2558908
2025,1,번1동,11305595,96184,99465,92904,627036
2025,1,번2동,11305603,77981,96635,59328,974298
2025,1,번3동,11305608,71510,100833,42187,1081177
2025,1,보광동,11170700,87671,116721,58621,715096
2025,1,보라매동,11620525,111526,117710,105341,750225
2025,1,보문동,11290610,99157,119466,78847,553006
2025,1,부암동,11110550,122759,151851,93667,2274739
2025,1,북가좌1동,11410710,180221,162360,198082,577979
2025,1,북가좌2동,11410720,86614,100975,72252,824866
2025,1,북아현동,11410555,113775,149164,78386,458945
2025,1,불광1동,11380520,111615,130039,93192,3124927
2025,1,불광2동,11380530,107369,119256,95481,1396089
2025,1,사근동,11200550,115407,156529,74285,1169216
2025,1,사당1동,11590620,131151,143440,118862,635172
2025,1,사당2동,11590630,133757,175531,91984,2763201
2025,1,사당3동,11590640,113518,138464,88572,907684
2025,1,사당4동,11590650,127041,128543,125539,436148
2025,1,사당5동,11590651,120514,107320,133708,682199
2025,1,사직동,11110530,184144,237923,130366,1158536
2025,1,삼각산동,11305575,145009,145159,144858,621911
2025,1,삼선동,11290555,106970,136444,77496,926227
2025,1,삼성1동,11680580,257805,198260,317351,1944629
2025,1,삼성2동,11680590,187413,212340,162487,1242271
2025,1,삼성동,11620745,71118,109007,33230,2604386
2025,1,삼양동,11305534,88916,86342,91489,924092
2025,1,삼전동,11710610,134342,172181,96502,953338
2025,1,삼청동,11110540,141937,183831,100044,1479255
2025,1,상계10동,11350720,133961,199926,67996,809214
2025,1,상계1동,11350630,101109,123752,78466,5402614
2025,1,상계2동,11350640,237043,361563,112524,623125
2025,1,상계34동,11350665,118130,108892,127368,5211708
2025,1,상계5동,11350670,97006,126249,67763,906891
2025,1,상계67동,11350695,140381,200641,80121,1450295
2025,1,상계8동,11350700,115018,141359,88677,666348
2025,1,상계9동,11350710,141825,214856,68794,719445
2025,1,상도1동,11590530,117891,143510,92272,1488648
2025,1,상도2동,11590540,136662,175092,98233,772865
2025,1,상도3동,11590550,129536,177483,81589,637199
2025,1,상도4동,11590560,102714,123970,81458,939562
2025,1,상봉1동,11260580,94901,125606,64197,854219
2025,1,상봉2동,11260590,102045,130124,73965,677445
2025,1,상암동,11440740,172441,206033,138849,8402415
2025,1,상일동,11740520,153447,163367,143526,1813623
2025,1,서강동,11440655,152518,192582,112454,1478577
2025,1,서교동,11440660,177688,205465,149910,1678981
2025,1,서림동,11620665,162312,108944,215681,941252
2025,1,서빙고동,11170690,82941,64618,101264,2821948
2025,1,서원동,11620645,173567,237551,109583,647532
2025,1,서초1동,11650510,141813,151392,132233,1382685
2025,1,서초2동,11650520,183947,217923,149972,1230924
2025,1,서초3동,11650530,145843,171333,120352,2998572
2025,1,서초4동,11650531,178840,229953,127726,879773
2025,1,석관동,11290810,81980,86896,77065,1705061
2025,1,석촌동,11710600,133202,169401,97003,946914
2025,1,성내1동,11740640,106984,124186,89781,663675
2025,1,성내2동,11740650,125080,147047,103112,625147
2025,1,성내3동,11740660,102762,116678,88846,647356
2025,1,성북동,11290525,105144,132775,77513,2879912
2025,1,성산1동,11440720,136724,117323,156125,859254
2025,1,성산2동,11440730,142932,150661,135204,1978724
2025,1,성수1가1동,11200650,111901,120351,103451,1885875
2025,1,성수1가2동,11200660,156769,156883,156655,930086
2025,1,성수2가1동,11200670,99417,108766,90067,1184964
2025,1,성수2가3동,11200690,154118,169619,138617,1054501
2025,1,성현동,11620565,89926,114507,65346,678223
2025,1,세곡동,11680700,173901,220365,127436,6367772
2025,1,소공동,11140520,241063,272963,209163,943795
2025,1,송정동,11200720,97608,109058,86157,681916
2025,1,송중동,11305545,133453,125400,141505,1075796
2025,1,송천동,11305555,83283,123196,43369,929913
2025,1,송파1동,11710580,117670,150016,85324,686925
2025,1,송파2동,11710590,105283,120173,90393,631023
2025,1,수궁동,11530790,104804,108774,100833,2661352
2025,1,수색동,11380650,114766,138841,90691,1290258
2025,1,수서동,11680750,161392,,161392,1629403
2025,1,수유1동,11305615,88320,120203,56436,1649963
2025,1,수유2동,11305625,66086,96477,35694,581617
2025,1,수유3동,11305635,114569,131014,98124,745645
2025,1,숭인1동,11110700,91283,125837,56729,239396
2025,1,숭인2동,11110710,163932,182494,145369,351906
2025,1,시흥1동,11545670,89776,122824,56728,1524148
2025,1,시흥2동,11545680,41565,,41565,1308882
2025,1,시흥3동,11545690,102574,101164,103984,1261391
2025,1,시흥4동,11545700,81045,117180,44910,821709
2025,1,시흥5동,11545710,122179,122179,,1386972
2025,1,신길1동,11560630,84898,117471,52324,722925
2025,1,신길3동,11560650,120440,134672,106207,520083
2025,1,신길4동,11560660,126298,109697,142898,292127
2025,1,신길5동,11560670,144511,240976,48047,494653
2025,1,신길6동,11560680,186097,251467,120727,653511
2025,1,신길7동,11560690,124382,117647,131116,642487
2025,1,신내1동,11260680,85279,113272,57286,2606949
2025,1,신내2동,11260690,115968,154645,77290,911281
2025,1,신당5동,11140650,145303,162124,128481,319706
2025,1,신당동,11140615,392945,355713,430178,534942
2025,1,신대방1동,11590670,95119,121691,68547,675281
2025,1,신대방2동,11590680,134341,165581,103100,977033
2025,1,신도림동,11530510,144052,163216,124888,1392788
2025,1,신림동,11620695,135879,176344,95415,541240
2025,1,신사1동,11380631,76313,117101,35526,808314
2025,1,신사2동,11380632,102518,137179,67858,1046222
2025,1,신사동,11620685,107782,134222,81342,641031
2025,1,신사동,11680510,178955,216922,140988,2059234
2025,1,신수동,11440630,132062,123691,140433,797879
2025,1,신원동,11620655,153353,154207,152499,544977
2025,1,신월1동,11470560,89680,108100,71261,622400
2025,1,신월2동,11470570,83055,101292,64819,606811
2025,1,신월3동,11470580,63362,77869,48856,918039
2025,1,신월4동,11470590,81454,98109,64800,469873
2025,1,신월5동,11470600,75043,84988,65097,638302
2025,1,신월6동,11470610,113845,118761,108929,444286
2025,1,신월7동,11470611,79563,124608,34519,1230628
2025,1,신정1동,11470620,103502,122513,84491,747568
2025,1,신정2동,11470630,135817,215594,56040,525899
2025,1,신정3동,11470640,112843,154513,71172,2756536
2025,1,신정4동,11470650,128850,139438,118262,997144
2025,1,신정6동,11470670,155998,210670,101326,940885
2025,1,신정7동,11470680,124002,138497,109506,1234130
2025,1,신촌동,11410585,162622,178781,146462,2720364
2025,1,쌍문1동,11320660,74860,68012,81708,1175774
2025,1,쌍문2동,11320670,92035,112588,71482,541193
2025,1,쌍문3동,11320680,83040,119813,46268,504805
2025,1,쌍문4동,11320681,91831,108302,75360,554868
2025,1,아현동,11440555,175520,234143,116897,744328
2025,1,안암동,11290600,110130,149359,70901,1379571
2025,1,암사1동,11740570,113142,137865,88420,735480
2025,1,암사2동,11740580,135992,163501,108483,2174329
2025,1,암사3동,11740590,145440,170938,119942,1799368
2025,1,압구정동,11680545,172887,233280,112494,2345057
2025,1,약수동,11140635,199184,213074,185295,486369
2025,1,양재1동,11650651,129873,169796,89949,5765358
2025,1,양재2동,11650652,115647,124578,106717,7562268
2025,1,양평1동,11560610,134683,109125,160241,974912
2025,1,양평2동,11560620,134348,139189,129506,2874596
2025,1,여의동,11560540,168909,220012,117805,8437543
2025,1,역삼1동,11680640,202428,223533,181324,2362133
2025,1,역삼2동,11680650,208826,245125,172527,1135029
2025,1,역촌동,11380625,85252,111429,59076,1157542
2025,1,연남동,11440710,154397,182248,126546,647438
2025,1,연희동,11410615,115229,120894,109564,2929172
2025,1,염리동,11440610,142788,182256,103320,491468
2025,1,염창동,11500510,114275,149969,78582,1732856
2025,1,영등포동,11560535,132540,141220,123859,1372094
2025,1,영등포본동,11560515,83550,99126,67974,846370
2025,1,오금동,11710570,96640,96062,97218,1648868
2025,1,오류1동,11530770,130634,155909,105358,727414
2025,1,오류2동,11530780,174370,225107,123634,3061018
2025,1,오륜동,11710566,157274,,157274,3085088
2025,1,옥수동,11200645,134471,145423,123519,1922027
2025,1,왕십리2동,11200520,105443,146079,64807,372425
2025,1,왕십리도선동,11200535,140310,162798,117822,710285
2025,1,용강동,11440590,159877,208954,110800,790602
2025,1,용답동,11200790,121060,175827,66293,2377148
2025,1,용문동,11170590,105241,146642,63839,277531
2025,1,용산2가동,11170520,84975,100587,69363,1966853
2025,1,용신동,11230536,83012,99980,66044,1618399
2025,1,우이동,11305645,132164,87819,176510,10587752
2025,1,우장산동,11500615,109027,123937,94118,1261588
2025,1,원효로1동,11170560,95297,111829,78765,589017
2025,1,원효로2동,11170570,78995,92607,65384,708975
2025,1,월계1동,11350560,106483,143420,69545,1107461
2025,1,월계2동,11350570,88138,125537,50739,2004785
2025,1,월계3동,11350580,112808,154581,71036,1168283
2025,1,월곡1동,11290715,93604,102472,84736,801757
2025,1,월곡2동,11290725,83791,113489,54094,1364901
2025,1,위례동,11710647,149796,207964,91628,2537372
2025,1,은천동,11620605,112735,141563,83907,776212
2025,1,을지로동,11140605,193776,258252,129299,611524
2025,1,응봉동,11200580,76210,84441,67980,553662
2025,1,응암1동,11380580,111831,144479,79182,1109863
2025,1,응암2동,11380590,100080,126650,73509,755247
2025,1,응암3동,11380600,76608,105758,47458,752773
2025,1,이문1동,11230740,98383,150127,46640,1039602
2025,1,이문2동,11230750,68765,98910,38621,723890
2025,1,이촌1동,11170630,223992,287754,160231,2872767
2025,1,이촌2동,11170640,76305,76305,,1205543
2025,1,이태원1동,11170650,161275,174064,148486,582899
2025,1,이태원2동,11170660,143620,173013,114227,874243
2025,1,이화동,11110640,115284,160882,69686,782395
2025,1,인수동,11305660,69789,74217,65360,2998011
2025,1,인헌동,11620625,109070,146194,71946,1089078
2025,1,일원1동,11680730,81564,85112,78015,953471
2025,1,일원2동,11680740,181043,,181043,1300290
2025,1,일원본동,11680720,,,,2354625
2025,1,자양1동,11215820,101190,121673,80706,568868
2025,1,자양2동,11215830,82249,102635,61862,1657523
2025,1,자양3동,11215840,148123,198064,98182,1196419
2025,1,자양4동,11215847,110990,128599,93382,1180023
2025,1,잠실2동,11710670,351657,491460,211854,2686850
2025,1,잠실3동,11710680,260535,369288,151781,1542643
2025,1,잠실4동,11710690,287953,401960,173946,780204
2025,1,잠실6동,11710710,167433,225433,109434,1508001
2025,1,잠실7동,11710720,88111,128749,47473,723486
2025,1,잠실본동,11710650,130074,163265,96883,1028997
2025,1,잠원동,11650540,143708,152287,135129,1756867
2025,1,장안1동,11230650,104393,114407,94380,1342167
2025,1,장안2동,11230660,81194,106804,55584,996640
2025,1,장위1동,11290760,93075,98961,87189,708546
2025,1,장위2동,11290770,154975,140558,169392,679894
2025,1,장위3동,11290780,152684,259107,46261,652601
2025,1,장지동,11710646,92753,108982,76525,1278355
2025,1,장충동,11140580,165272,204047,126496,1017925
2025,1,전농1동,11230560,98001,119071,76932,1126695
2025,1,전농2동,11230570,73069,97032,49106,977568
2025,1,정릉1동,11290620,125664,173663,77666,412365
