연도,분기,행정동_코드,행정동_코드_명,추정매출액,유사_업종_점포_수,개업_점포_수,폐업_점포_수,프랜차이즈_점포_수,전체,1층,1층외,영역_면적,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수,총_상주인구_수,총_직장_인구_수,총_유동인구_수
2024,3,11710680,잠실3동,63242323943,1804,13,17,157,235140.0,301542.0,168738.0,1542643,103,5.0,9.0,,,11.0,1.0,3.0,,1.0,,,,,,,,,,16.0,33805,27271.0,3705167
2024,3,11710690,잠실4동,12539479870,398,7,11,45,293017.0,407703.0,178332.0,780204,74,3.0,3.0,,,10.0,1.0,2.0,,1.0,,,,,,,,,2.0,7.0,21192,4260.0,2277930
2024,3,11710710,잠실6동,264279327541,1937,40,56,213,171097.0,240098.0,102097.0,1508001,144,4.0,17.0,,1.0,23.0,,1.0,1.0,,,,,1.0,,,,,2.0,13.0,16514,59905.0,2369910
2024,3,11710720,잠실7동,4977147512,200,1,4,10,88130.0,124475.0,51785.0,723486,30,2.0,4.0,,,4.0,,1.0,2.0,1.0,,,,,,,,,2.0,3.0,9419,,661988
2024,3,11740515,강일동,14914968042,990,33,36,151,138408.0,185695.0,91121.0,3647520,187,5.0,3.0,,,12.0,2.0,2.0,2.0,1.0,,,,,,,,,3.0,79.0,44257,149.0,3965921
2024,3,11740520,상일동,17197779573,987,28,43,109,159188.0,146778.0,171597.0,1813623,105,4.0,2.0,1.0,,8.0,4.0,2.0,2.0,5.0,,,,,,,,,,37.0,39307,1339.0,3402768
2024,3,11740530,명일1동,60732526875,1739,42,71,162,130926.0,167091.0,94760.0,634942,151,5.0,6.0,,2.0,17.0,,1.0,,,,,,,,,,,1.0,22.0,25279,2757.0,4841513
2024,3,11740540,명일2동,85635633090,1156,21,36,147,144703.0,189288.0,100118.0,914329,107,3.0,6.0,,,18.0,4.0,2.0,,1.0,,,,,,,,,,18.0,17034,1737.0,2134630
2024,3,11740550,고덕1동,8676295925,633,14,21,74,112807.0,132082.0,93532.0,1518495,92,3.0,,,,4.0,1.0,2.0,1.0,1.0,,,,,,,,,1.0,26.0,23932,653.0,3729983
2024,3,11740560,고덕2동,23660415785,988,30,22,135,165504.0,190176.0,140832.0,2206786,78,3.0,1.0,,,9.0,1.0,2.0,1.0,2.0,,,,,,,,,1.0,25.0,22684,888.0,2059421
2024,3,11740570,암사1동,35759568699,1421,35,51,121,90793.0,124041.0,57545.0,735480,90,2.0,1.0,,,8.0,1.0,1.0,,,1.0,,1.0,,,,,,,13.0,33825,2183.0,8614617
2024,3,11740580,암사2동,24472719836,719,12,28,76,149759.0,219455.0,80063.0,2174329,61,1.0,3.0,,,6.0,1.0,2.0,,,,,,,,,,,1.0,6.0,14825,1720.0,2357168
2024,3,11740590,암사3동,19755123380,597,9,20,49,165607.0,204837.0,126377.0,1799368,50,2.0,1.0,,,5.0,1.0,,2.0,1.0,,,,,,,,,,12.0,17136,,1548928
2024,3,11740600,천호1동,28276967226,1192,24,43,110,91223.0,100756.0,81689.0,668998,92,4.0,1.0,,,11.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,11.0,25942,5665.0,10601178
2024,3,11740610,천호2동,139943233623,3304,44,76,286,114197.0,134590.0,93804.0,1850853,203,4.0,3.0,,1.0,26.0,1.0,1.0,1.0,,,,,,3.0,,,,,22.0,32694,2423.0,11231973
2024,3,11740620,천호3동,36336519556,1597,44,41,147,122993.0,131420.0,114566.0,561872,115,4.0,3.0,,2.0,14.0,,,1.0,,,,,,1.0,,,,,11.0,25969,827.0,7375620
2024,3,11740640,성내1동,44036740716,1372,34,48,123,103955.0,126910.0,81000.0,663675,98,6.0,4.0,,2.0,9.0,1.0,2.0,1.0,,1.0,,,1.0,,,,,,20.0,19392,11908.0,5778800
2024,3,11740650,성내2동,52521087716,1553,45,37,126,115398.0,141403.0,89392.0,625147,113,2.0,3.0,,4.0,14.0,,,,,,,,1.0,,,,,3.0,16.0,23452,1700.0,8341294
2024,3,11740660,성내3동,72069724600,2081,38,44,164,109435.0,124472.0,94398.0,647356,136,4.0,5.0,,,13.0,2.0,,,,2.0,,,,,,,,1.0,13.0,22433,5543.0,6690800
2024,3,11740685,길동,107896903885,3114,90,117,275,106774.0,139363.0,74186.0,1631616,242,6.0,10.0,1.0,4.0,34.0,4.0,3.0,1.0,,1.0,,,,,,,,1.0,36.0,44395,7262.0,17355779
2024,3,11740700,둔촌2동,25401906273,1167,13,23,85,102695.0,136985.0,68406.0,1550455,129,5.0,4.0,1.0,,17.0,2.0,1.0,2.0,1.0,,,,,,,,,1.0,32.0,24228,2158.0,6672796
2024,4,11110515,청운효자동,28799147077,942,14,19,29,158296.0,209717.0,106875.0,2568432,93,6.0,3.0,,,4.0,1.0,1.0,2.0,2.0,8.0,,,,,,,,,26.0,11328,5324.0,3580355
2024,4,11110530,사직동,112312507727,2865,54,55,203,183418.0,232820.0,134017.0,1158536,206,18.0,24.0,,,15.0,,1.0,,1.0,1.0,,,3.0,,,,,2.0,34.0,8992,45215.0,4046716
2024,4,11110540,삼청동,43095078414,754,19,10,44,187508.0,187508.0,,1479255,49,10.0,4.0,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,16.0,2247,4210.0,999306
2024,4,11110550,부암동,8549720599,468,5,8,29,123079.0,145132.0,101026.0,2274739,84,4.0,2.0,,,1.0,1.0,2.0,1.0,1.0,14.0,,,,,,,,,38.0,9034,1509.0,961812
2024,4,11110560,평창동,8061403193,685,10,14,44,85049.0,85661.0,84438.0,8947328,162,6.0,2.0,,1.0,5.0,1.0,,,1.0,2.0,,,,,,,,,91.0,17366,14903.0,887229
2024,4,11110570,무악동,8666806137,193,4,7,19,144691.0,144691.0,,369520,42,2.0,1.0,1.0,,4.0,1.0,1.0,,,,,,,,,,,1.0,7.0,7963,485.0,1752038
2024,4,11110580,교남동,9940574822,390,4,2,76,199675.0,210928.0,188422.0,346926,78,4.0,3.0,2.0,,17.0,,,,1.0,1.0,,,,,,,,,26.0,9715,870.0,4149031
2024,4,11110600,가회동,30234011639,655,12,13,42,156854.0,204311.0,109398.0,539955,63,5.0,3.0,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,22.0,3849,12996.0,1274401
2024,4,11110615,종로1234가동,604127657096,10531,160,164,530,195252.0,259056.0,131449.0,2417171,500,19.0,35.0,,,47.0,1.0,2.0,,,4.0,,1.0,5.0,17.0,,,,5.0,72.0,6658,109733.0,14152630
2024,4,11110630,종로56가동,110125863829,2003,42,32,99,247939.0,245320.0,250557.0,603167,212,7.0,8.0,,,31.0,,1.0,,,1.0,,4.0,,3.0,,,,1.0,23.0,5376,18962.0,5409631
2024,4,11110640,이화동,39511253110,813,20,17,135,118655.0,151725.0,85585.0,782395,119,4.0,4.0,1.0,,11.0,,,2.0,,37.0,,,,,,,,1.0,28.0,6891,1632.0,4696993
2024,4,11110650,혜화동,57698365323,1552,27,32,198,127378.0,164899.0,89856.0,1132421,145,6.0,5.0,,,16.0,3.0,1.0,1.0,4.0,26.0,,,1.0,,,,,,36.0,15833,4377.0,9335695
2024,4,11110670,창신1동,79101968301,1651,16,33,48,214549.0,268665.0,160434.0,305337,111,3.0,4.0,,,9.0,,2.0,,,,,1.0,,7.0,,,,2.0,11.0,4523,1733.0,2790807
2024,4,11110680,창신2동,13037101417,384,10,8,20,105859.0,111214.0,100504.0,257323,38,2.0,1.0,,,5.0,,,,,,,,,,,,,,,7511,28.0,4929182
2024,4,11110690,창신3동,426903844,187,6,2,16,258053.0,258053.0,,216835,24,3.0,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,5.0,6338,77.0,975151
2024,4,11110700,숭인1동,4030275716,288,7,8,27,90217.0,127200.0,53235.0,239396,43,3.0,1.0,,,3.0,1.0,,,,,,,,,,,,,14.0,5768,211.0,2217201
2024,4,11110710,숭인2동,27224606612,924,14,24,77,164660.0,187109.0,142212.0,351906,89,4.0,3.0,,1.0,4.0,,,,,,,2.0,,3.0,,,,2.0,6.0,9499,1325.0,5626143
2024,4,11140520,소공동,166853255052,3038,23,52,256,230202.0,243462.0,216942.0,943795,231,13.0,29.0,,,10.0,,1.0,4.0,3.0,,1.0,,3.0,3.0,,,,3.0,37.0,2178,92258.0,2812029
2024,4,11140540,회현동,242086266607,5091,67,88,238,343544.0,442714.0,244373.0,897827,211,9.0,17.0,,,16.0,1.0,,,,2.0,,2.0,1.0,2.0,,,,6.0,35.0,4380,69985.0,4629050
2024,4,11140550,명동,256997780703,4766,99,85,509,220254.0,240589.0,199919.0,969729,542,20.0,46.0,,,35.0,,1.0,,,4.0,,,3.0,12.0,,,,1.0,29.0,2392,120704.0,5964314
2024,4,11140570,필동,38575860034,1268,40,31,130,157894.0,181992.0,133797.0,1464686,123,6.0,9.0,1.0,,7.0,,2.0,,1.0,19.0,,,2.0,1.0,,,,2.0,15.0,4012,16151.0,2529562
2024,4,11140580,장충동,21996779128,536,7,8,36,181986.0,193857.0,170115.0,1017925,63,6.0,2.0,,,1.0,,1.0,,,3.0,,,1.0,2.0,,,,1.0,13.0,4549,4450.0,2214762
2024,4,11140590,광희동,162367896768,5309,55,113,238,239025.0,238409.0,239641.0,737204,185,3.0,16.0,1.0,,14.0,,,1.0,,,,1.0,3.0,11.0,,,,3.0,19.0,5676,52971.0,6676592
2024,4,11140605,을지로동,247004025071,2998,57,44,134,205096.0,281344.0,128849.0,611524,145,5.0,10.0,,,13.0,,,,,,,1.0,2.0,3.0,,,,4.0,20.0,3208,17430.0,4885734
2024,4,11140615,신당동,78226757565,10981,38,241,124,391037.0,357826.0,424248.0,534942,99,7.0,5.0,,1.0,12.0,,1.0,1.0,3.0,,,3.0,,1.0,,,,2.0,8.0,7385,4203.0,5495347
2024,4,11140625,다산동,47292189829,897,22,20,74,168525.0,150996.0,186054.0,523971,86,3.0,4.0,,1.0,9.0,,1.0,1.0,1.0,,,,,1.0,,,,1.0,7.0,13221,5877.0,4222623
2024,4,11140635,약수동,28253042364,700,17,23,59,186824.0,219147.0,154501.0,486369,87,4.0,2.0,,1.0,12.0,2.0,,,,,,,,,,,,2.0,12.0,16086,13696.0,1939868
2024,4,11140645,청구동,9982425899,526,5,13,34,231422.0,216344.0,246499.0,342571,34,2.0,,,,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,5.0,12955,2178.0,3186417
2024,4,11140650,신당5동,28684823361,776,13,22,60,161731.0,175746.0,147716.0,319706,65,4.0,2.0,,,5.0,,1.0,,2.0,,,,,,,,,,12.0,10151,622.0,3380617
2024,4,11140665,동화동,26989719549,567,12,15,38,241592.0,210428.0,272757.0,327045,47,3.0,1.0,,,5.0,,1.0,1.0,,,,,,,,,,2.0,4.0,9941,1303.0,3541169
2024,4,11140670,황학동,54809607557,1424,24,28,89,181210.0,178304.0,184115.0,328640,76,1.0,6.0,,,10.0,,,,,,,,,7.0,,,,,6.0,12685,796.0,5824539
2024,4,11140680,중림동,35638973412,722,14,13,69,186686.0,243121.0,130251.0,484384,77,3.0,2.0,,,7.0,,1.0,,2.0,1.0,,,,5.0,,,,,14.0,12142,3863.0,1816944
2024,4,11170510,후암동,22415617233,884,18,19,55,103221.0,107802.0,98640.0,865892,80,6.0,1.0,,,7.0,1.0,2.0,,1.0,,,2.0,,,,,,,18.0,16020,1885.0,3920900
2024,4,11170520,용산2가동,14947513400,643,19,7,49,83867.0,96656.0,71078.0,1966853,63,3.0,,,,4.0,,1.0,2.0,2.0,,,,,,,,,1.0,29.0,8866,479.0,4759841
2024,4,11170530,남영동,69304456614,1371,29,32,172,116684.0,127060.0,106308.0,1177788,147,7.0,5.0,,,14.0,,,1.0,,,,,,12.0,,,,3.0,26.0,6819,18490.0,2018933
2024,4,11170555,청파동,41881118274,1348,33,35,162,112045.0,136179.0,87911.0,886225,128,7.0,2.0,,1.0,11.0,,2.0,2.0,4.0,22.0,,1.0,,1.0,,,,,35.0,18842,3226.0,7658693
2024,4,11170560,원효로1동,112080941545,1681,22,25,86,94645.0,112166.0,77124.0,589017,94,6.0,3.0,,,6.0,1.0,1.0,,,3.0,,4.0,,,,,,,31.0,16956,2961.0,5038071
2024,4,11170570,원효로2동,54727842423,924,14,13,53,77212.0,88820.0,65604.0,708975,69,4.0,2.0,,,4.0,2.0,1.0,1.0,1.0,,,2.0,,,,,,,27.0,13626,3004.0,3852280
2024,4,11170580,효창동,11676120329,360,12,11,29,158732.0,136828.0,180637.0,446197,66,1.0,1.0,,,5.0,,1.0,,1.0,1.0,,,,,,,,2.0,22.0,10665,1419.0,3838214
2024,4,11170590,용문동,28698982195,583,9,18,45,107127.0,145375.0,68878.0,277531,54,1.0,,,,3.0,,,,,,,,,,,,,,22.0,11380,3079.0,2463909
2024,4,11170625,한강로동,648453257479,5314,82,80,338,129566.0,159731.0,99402.0,2869816,242,19.0,19.0,,,21.0,,2.0,,1.0,,,5.0,3.0,2.0,,,,7.0,41.0,20977,58448.0,5725220
2024,4,11170630,이촌1동,34311045417,846,10,18,68,222563.0,293109.0,152017.0,2872767,102,4.0,9.0,,1.0,12.0,2.0,1.0,1.0,1.0,,,1.0,,,,,,,14.0,24933,5907.0,4529722
2024,4,11170640,이촌2동,5939683009,318,5,13,21,112262.0,80248.0,144275.0,1205543,26,2.0,,,,1.0,,,,,,,,,,,,,,11.0,7870,2035.0,1575660
2024,4,11170650,이태원1동,79543156367,1676,37,41,95,148878.0,153496.0,144259.0,582899,71,8.0,5.0,,,3.0,,1.0,,,,,3.0,,,,,,1.0,14.0,6015,18302.0,2558092
2024,4,11170660,이태원2동,17450159791,867,18,22,37,130761.0,146334.0,115188.0,874243,60,8.0,5.0,,,3.0,1.0,1.0,,1.0,,,,,,,,,,22.0,8657,875.0,2884736
2024,4,11170685,한남동,98812444799,2432,71,41,131,156160.0,196037.0,116282.0,3031897,171,30.0,11.0,1.0,,13.0,3.0,1.0,,,,,3.0,,,,,,2.0,36.0,17711,45554.0,4455341
2024,4,11170690,서빙고동,3344850789,384,5,7,28,79754.0,54003.0,105504.0,2821948,61,15.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,1.0,21.0,12443,10106.0,1710831
2024,4,11170700,보광동,9366975721,639,7,20,34,82311.0,117176.0,47445.0,715096,70,4.0,1.0,,,8.0,1.0,,1.0,1.0,6.0,,,,,,,,,14.0,11134,254.0,2608304
2024,4,11200520,왕십리2동,13158284841,606,11,21,57,113270.0,161413.0,65128.0,372425,63,2.0,,,,5.0,1.0,1.0,,,,,,,,,,,1.0,18.0,15974,1287.0,4269923
2024,4,11200535,왕십리도선동,43819543039,2003,37,50,190,144794.0,157054.0,132533.0,710285,189,4.0,4.0,,2.0,20.0,2.0,2.0,,2.0,,,,,,,,,,26.0,26181,3005.0,5522354
2024,4,11200540,마장동,28638224276,2363,13,36,56,117581.0,155473.0,79689.0,1035276,111,6.0,5.0,,,8.0,2.0,2.0,2.0,,,,,,,,,,1.0,29.0,21556,6924.0,4982456
2024,4,11200550,사근동,36801402306,869,15,26,169,126023.0,164992.0,87055.0,1169216,128,5.0,3.0,1.0,,10.0,,2.0,1.0,2.0,52.0,,1.0,,,,,,2.0,34.0,11936,438.0,4247257
2024,4,11200560,행당1동,41195132500,1269,34,33,152,170098.0,174808.0,165389.0,573566,130,9.0,4.0,,2.0,13.0,1.0,1.0,,,,,1.0,1.0,,,,,4.0,30.0,13629,1709.0,5898939
2024,4,11200570,행당2동,5969291091,572,7,13,70,128315.0,138697.0,117933.0,457669,79,2.0,2.0,,,4.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,24.0,22851,3.0,4599491
2024,4,11200580,응봉동,2303298057,293,3,2,21,64796.0,77253.0,52339.0,553662,56,3.0,,,,2.0,,1.0,1.0,,,,,,,,,,1.0,30.0,14940,542.0,2754655
2024,4,11200590,금호1가동,5066462291,477,9,9,42,105721.0,126590.0,84851.0,444872,88,2.0,,,,6.0,1.0,1.0,,1.0,,,,,,,,,1.0,45.0,14750,1732.0,3276337
2024,4,11200615,금호23가동,18618498661,924,20,20,85,109836.0,134529.0,85143.0,631196,135,3.0,2.0,,,13.0,,1.0,,,,,,,,,,,,46.0,21946,244.0,6116987
2024,4,11200620,금호4가동,17972763004,607,18,17,60,151448.0,176276.0,126621.0,832333,84,3.0,3.0,,,6.0,1.0,2.0,,,,,,,,,,,1.0,27.0,14142,507.0,2779574
2024,4,11200645,옥수동,11818537334,912,19,22,85,132307.0,146337.0,118277.0,1922027,129,4.0,2.0,,,10.0,2.0,2.0,1.0,1.0,,,,,,,,,2.0,45.0,25399,3197.0,2891460
2024,4,11200650,성수1가1동,21640386028,1203,27,24,79,113384.0,116727.0,110042.0,1885875,83,4.0,2.0,,,4.0,1.0,2.0,1.0,1.0,,,,1.0,,,,,1.0,33.0,15394,3325.0,3239903
2024,4,11200660,성수1가2동,60737292066,2203,68,57,135,152168.0,155601.0,148734.0,930086,79,3.0,6.0,,,6.0,,,1.0,1.0,1.0,,,,,,,,1.0,12.0,11932,8657.0,5638356
2024,4,11200670,성수2가1동,83583528481,1623,33,35,90,91114.0,101784.0,80444.0,1184964,109,3.0,3.0,,,13.0,,1.0,2.0,1.0,,,2.0,,1.0,,,,,38.0,14544,7660.0,4937859
2024,4,11200690,성수2가3동,123600639874,3321,81,89,216,157926.0,168600.0,147252.0,1054501,104,3.0,16.0,,,11.0,,2.0,,,,,,1.0,,,,,1.0,20.0,10021,31123.0,5738874
2024,4,11200720,송정동,7592794167,485,14,15,16,109474.0,115226.0,103722.0,681916,44,2.0,,,1.0,5.0,,1.0,,,,,,,,,,,,17.0,9719,748.0,3148956
2024,4,11200790,용답동,35255435116,1254,18,29,69,122047.0,191576.0,52519.0,2377148,82,7.0,2.0,,,8.0,,1.0,,,,,1.0,,,,,,2.0,11.0,11809,2556.0,3233648
2024,4,11215710,화양동,89691419528,2505,73,81,357,150208.0,165679.0,134737.0,1166008,167,3.0,5.0,1.0,,17.0,,2.0,2.0,1.0,34.0,,,1.0,,,,,2.0,16.0,24821,872.0,9649031
2024,4,11215730,군자동,41226423966,1445,35,55,150,100124.0,118100.0,82147.0,738025,135,5.0,5.0,,1.0,12.0,1.0,2.0,,,20.0,,,1.0,,,,,,23.0,19048,1002.0,6850194
2024,4,11215740,중곡1동,58193600701,1262,24,26,70,82285.0,112299.0,52271.0,614505,74,2.0,,,,10.0,1.0,,,,,,1.0,,,,,,,19.0,15218,3866.0,3733586
2024,4,11215750,중곡2동,40843080421,1272,30,31,90,90912.0,121721.0,60102.0,545542,104,2.0,4.0,,,14.0,1.0,1.0,,,,,,,,,,,2.0,21.0,20512,2251.0,4422883
2024,4,11215760,중곡3동,19102945950,913,22,27,84,73510.0,110906.0,36114.0,601866,97,3.0,1.0,,1.0,9.0,,2.0,,,,,1.0,,,,,,1.0,29.0,15681,515.0,4889718
2024,4,11215770,중곡4동,32047413198,1105,15,30,84,105975.0,134862.0,77089.0,2313468,105,2.0,2.0,,,7.0,,1.0,1.0,2.0,,,,,,,,,,37.0,27499,2743.0,6399588
2024,4,11215780,능동,26908018829,716,23,18,80,129779.0,166772.0,92786.0,1092105,47,4.0,,,1.0,5.0,,1.0,,1.0,,,,,,,,,1.0,5.0,11053,1414.0,2225659
2024,4,11215810,광장동,42330995285,1179,21,31,120,129507.0,172568.0,86447.0,2393761,139,5.0,9.0,,,9.0,3.0,3.0,3.0,1.0,11.0,,,,,,,,1.0,32.0,33964,8850.0,6271033
2024,4,11215820,자양1동,44451380918,1372,21,27,126,90778.0,116664.0,64891.0,568868,106,3.0,4.0,1.0,,14.0,1.0,1.0,,,2.0,,,,,,,,,17.0,21795,11952.0,8143327
2024,4,11215830,자양2동,18408683830,1099,27,28,85,88566.0,108639.0,68494.0,1657523,95,2.0,1.0,,,8.0,2.0,4.0,2.0,1.0,,,1.0,,,,,,,21.0,23591,2506.0,5273396
2024,4,11215840,자양3동,44227344234,1400,19,24,144,127590.0,162427.0,92753.0,1196419,105,2.0,6.0,,,8.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,30.0,27193,1753.0,6904984
2024,4,11215847,자양4동,44338166750,1611,45,50,114,114150.0,136172.0,92128.0,1180023,106,5.0,2.0,,1.0,15.0,1.0,,1.0,,,,1.0,1.0,,,,,1.0,16.0,19815,513.0,8750852
2024,4,11215850,구의1동,60075632835,1539,30,44,135,93362.0,116133.0,70592.0,565313,77,2.0,4.0,,,9.0,1.0,,1.0,1.0,,,,,,,,,1.0,16.0,21448,3506.0,7002765
2024,4,11215860,구의2동,31672201683,1072,30,26,103,107882.0,124039.0,91725.0,1388041,112,3.0,2.0,,1.0,9.0,3.0,2.0,,,1.0,,,,,,,,1.0,24.0,25468,2960.0,4980781
2024,4,11215870,구의3동,124743027433,2518,45,49,224,128232.0,169405.0,87059.0,1027561,133,5.0,4.0,,,16.0,2.0,1.0,,,,,1.0,1.0,,,,1.0,1.0,25.0,27836,11355.0,6359504
2024,4,11230536,용신동,122099868180,2880,49,87,218,85325.0,102489.0,68160.0,1618399,231,10.0,8.0,1.0,4.0,20.0,1.0,1.0,1.0,1.0,,,1.0,,5.0,,,,5.0,41.0,38362,18615.0,14419712
2024,4,11230545,제기동,818451381416,3178,57,60,80,101667.0,128002.0,75333.0,1181705,288,4.0,5.0,,1.0,22.0,2.0,2.0,2.0,1.0,1.0,,3.0,,14.0,,,,1.0,30.0,22962,3687.0,12779827
2024,4,11230560,전농1동,46133496435,2161,53,57,218,90105.0,103778.0,76432.0,1126695,152,5.0,2.0,,1.0,13.0,3.0,1.0,1.0,1.0,,,,1.0,5.0,,,,3.0,35.0,32107,308.0,12037454
2024,4,11230570,전농2동,14177077493,693,16,12,85,75339.0,91405.0,59273.0,977568,102,2.0,2.0,,,12.0,3.0,3.0,2.0,1.0,27.0,,,,,,,,,15.0,17954,713.0,2400793
2024,4,11230600,답십리1동,34925839495,1297,26,36,129,116965.0,144638.0,89292.0,788242,124,4.0,5.0,,,9.0,,2.0,1.0,,,,,,,,,,,25.0,27834,1750.0,6840510
2024,4,11230610,답십리2동,29658032264,1727,20,26,89,90691.0,108658.0,72724.0,875745,108,3.0,2.0,,2.0,13.0,3.0,1.0,,,,,3.0,,,,,,,19.0,27467,4714.0,5763551
2024,4,11230650,장안1동,170898555420,2884,49,69,234,104919.0,110407.0,99431.0,1342167,192,5.0,11.0,,4.0,26.0,2.0,2.0,2.0,,,,,,,,,,1.0,43.0,37191,10019.0,8931967
2024,4,11230660,장안2동,97152708951,2227,51,70,247,82552.0,109079.0,56026.0,996640,168,3.0,2.0,,2.0,21.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,,,,,38.0,32376,5320.0,7484657
2024,4,11230705,청량리동,55110481356,1184,14,24,65,77770.0,103521.0,52020.0,1204398,154,9.0,4.0,1.0,,16.0,2.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,34.0,18688,2337.0,6214621
2024,4,11230710,회기동,31926315639,1070,24,33,141,112574.0,138108.0,87039.0,766917,84,3.0,5.0,1.0,,10.0,1.0,3.0,1.0,1.0,14.0,,,,,,,,,10.0,10313,51.0,4806051
2024,4,11230720,휘경1동,19529455370,802,15,17,77,116386.0,124545.0,108228.0,521796,82,2.0,1.0,,,12.0,,,,,,,,,1.0,,,,3.0,18.0,13580,732.0,5912753
2024,4,11230730,휘경2동,14781148403,649,10,13,72,88021.0,105486.0,70557.0,1113609,84,5.0,1.0,1.0,,5.0,1.0,2.0,3.0,3.0,4.0,,,,,,,,,27.0,24158,1097.0,4416429
2024,4,11230740,이문1동,27815714773,1023,18,35,131,97268.0,149253.0,45282.0,1039602,147,5.0,2.0,,,13.0,3.0,,,2.0,30.0,,,,,,,,1.0,26.0,17724,1106.0,8994162
2024,4,11230750,이문2동,8379801809,506,5,8,41,67617.0,99639.0,35595.0,723890,71,2.0,,,,6.0,1.0,1.0,,,2.0,,,,,,,,1.0,17.0,19385,256.0,3587239
2024,4,11260520,면목2동,25762400413,1171,32,26,68,67155.0,80023.0,54287.0,763122,112,3.0,,,1.0,11.0,2.0,2.0,,,,,8.0,,1.0,,,,,25.0,23580,737.0,5372750
2024,4,11260540,면목4동,13164508407,617,8,11,48,58527.0,69099.0,47956.0,843466,61,2.0,,,,5.0,1.0,1.0,1.0,,,,,,,,,,1.0,15.0,18121,768.0,4691004
2024,4,11260550,면목5동,9811139538,496,13,8,41,73636.0,89343.0,57929.0,704936,42,2.0,1.0,,,3.0,,,,,,,4.0,,,,,,,13.0,14564,962.0,2412399
2024,4,11260565,면목본동,57488772794,1733,43,55,115,79692.0,111854.0,47530.0,849019,168,4.0,2.0,,,18.0,1.0,2.0,,,,,13.0,,1.0,,,,1.0,30.0,32648,811.0,9677599
2024,4,11260570,면목7동,46311923899,1026,26,46,70,80335.0,107188.0,53482.0,1236134,108,2.0,2.0,,1.0,11.0,,1.0,,,,,1.0,,,,,,,18.0,21190,509.0,6152320
2024,4,11260575,면목38동,39009777214,1467,30,37,123,88788.0,105820.0,71756.0,1614117,150,4.0,1.0,1.0,,17.0,1.0,2.0,2.0,1.0,8.0,,,,1.0,,,,1.0,34.0,24375,1762.0,6223569
2024,4,11260580,상봉1동,13040787475,935,25,32,100,104969.0,111708.0,98230.0,854219,78,3.0,1.0,,1.0,8.0,2.0,1.0,2.0,1.0,,,,,,,,,4.0,12.0,23195,1611.0,4256757
2024,4,11260590,상봉2동,69988011244,1845,52,53,183,97816.0,122075.0,73558.0,677445,127,4.0,3.0,,1.0,10.0,,,,,,,,2.0,2.0,,,1.0,1.0,18.0,20258,4607.0,7412000
2024,4,11260600,중화1동,19393878054,678,15,20,52,62162.0,82310.0,42015.0,641493,79,2.0,1.0,,1.0,7.0,1.0,2.0,2.0,1.0,,,,,,,,,,14.0,18698,1094.0,5029728
2024,4,11260610,중화2동,37755900349,1338,30,32,107,82016.0,107641.0,56392.0,1016955,123,2.0,3.0,,,14.0,,,,,,,2.0,,,,,,3.0,32.0,23768,361.0,7567800
2024,4,11260620,묵1동,49460696642,1183,28,26,120,99705.0,131813.0,67597.0,1238436,144,4.0,2.0,,2.0,11.0,2.0,1.0,2.0,2.0,,,,,,,,,,34.0,33661,1165.0,7000532
2024,4,11260630,묵2동,29343167474,1000,23,28,67,89426.0,86898.0,91953.0,669204,92,3.0,4.0,,,7.0,,2.0,,,,,,1.0,,,,,1.0,19.0,18004,1255.0,5272579
2024,4,11260655,망우본동,67630259708,2135,57,52,214,86887.0,110879.0,62895.0,2948109,238,9.0,4.0,1.0,4.0,25.0,1.0,2.0,3.0,4.0,,,9.0,,2.0,,,,2.0,54.0,36438,1426.0,11542657
2024,4,11260660,망우3동,15106039492,569,14,18,42,66106.0,76068.0,56143.0,962561,54,1.0,1.0,,1.0,3.0,,2.0,,1.0,,,3.0,,,,,,,11.0,15615,223.0,4022757
2024,4,11260680,신내1동,34795182795,1408,23,34,174,84523.0,114219.0,54827.0,2606949,160,3.0,2.0,1.0,,13.0,2.0,2.0,,,,,,,,,,,1.0,53.0,37757,2688.0,4863918
2024,4,11260690,신내2동,34676451751,812,15,26,93,123644.0,163698.0,83589.0,911281,104,6.0,3.0,,,12.0,3.0,4.0,,,,,,,,,,,,21.0,19675,1355.0,1647565
2024,4,11290525,성북동,27334200641,1070,21,19,62,100397.0,125671.0,75122.0,2879912,166,6.0,4.0,,,6.0,2.0,1.0,3.0,2.0,5.0,,,,,,,,,55.0,15875,20512.0,4210422
