연도,분기,행정동_코드,행정동_코드_명,추정매출액,월평균소득금액,지출_총금액,총_유동인구_수,총_상주인구_수,총_직장_인구_수,전체_임대시세,1층_임대시세,1층외_임대시세,영역_면적,집객시설_수,유사_업종_점포_수,개업_점포_수,폐업_점포_수,프랜차이즈_점포_수
2020,1,11440655,서강동,27077098453,4339738,4708914000,6763420,19552,3646.0,125639.0,147395.0,103884.0,1478577.0,156,1602,79,91,134
2020,1,11440660,서교동,250516788674,3212258,44199701000,17358659,18835,26294.0,135153.0,156598.0,113709.0,1678981.0,358,7863,344,307,737
2020,1,11620665,서림동,15006465750,2530625,2132400000,6001957,25430,1454.0,110213.0,92786.0,127640.0,941252.0,74,714,29,29,65
2020,1,11170690,서빙고동,2905162011,4208562,955666000,2086802,14396,7218.0,79215.0,73081.0,85350.0,2821948.0,61,369,15,7,24
2020,1,11620645,서원동,46418705803,2412001,9460562000,6352127,22717,2333.0,141791.0,171781.0,111801.0,647532.0,94,1254,56,47,210
2020,1,11650510,서초1동,55546010689,4769119,8178159000,7535045,21364,41803.0,123992.0,159102.0,88882.0,1382685.0,194,2936,85,76,198
2020,1,11650520,서초2동,88028972999,5196131,161436469000,6438347,18390,58613.0,144477.0,140171.0,148782.0,1230924.0,217,3488,123,98,225
2020,1,11650530,서초3동,140404891450,4678950,16479240000,12228180,30335,58156.0,115520.0,138810.0,92229.0,2998572.0,332,6464,250,159,352
2020,1,11650531,서초4동,148703812344,6475383,33710923000,7163411,31104,34217.0,158690.0,198020.0,119359.0,879773.0,257,3127,127,82,245
2020,1,11290810,석관동,28378351704,2864182,4942239000,11196593,32696,2897.0,68666.0,92037.0,45295.0,1705061.0,154,1394,52,36,119
2020,1,11710600,석촌동,70406680326,2927911,8607043000,8085790,33503,9563.0,100187.0,132432.0,67942.0,946914.0,159,2380,119,77,208
2020,1,11740640,성내1동,34129210220,3438376,4616615000,6456726,20451,13172.0,82932.0,119295.0,46568.0,663675.0,98,1258,42,34,121
2020,1,11740650,성내2동,31678508860,2824592,5944962000,9499154,24392,2007.0,78978.0,101245.0,56710.0,625147.0,113,1435,40,49,117
2020,1,11740660,성내3동,56195738610,2897346,5670773000,7102907,23646,4156.0,92751.0,130074.0,55427.0,647356.0,136,1930,77,62,146
2020,1,11290525,성북동,15636365626,3470748,2686420000,4443145,16949,15551.0,109163.0,133678.0,84648.0,2879912.0,166,965,25,23,64
2020,1,11440720,성산1동,29991536980,2814646,2897523000,6489152,15504,4650.0,87059.0,102437.0,71681.0,859254.0,86,1087,48,43,85
2020,1,11440730,성산2동,34306164567,3521472,7537798000,8296902,34494,1375.0,95004.0,121125.0,68883.0,1978724.0,158,1425,44,26,135
2020,1,11200650,성수1가1동,18647038146,3870717,2228884000,2986535,16849,2148.0,91312.0,114907.0,67717.0,1885875.0,83,977,50,26,66
2020,1,11200660,성수1가2동,40653884782,3263294,5522595000,6312444,14194,5342.0,105070.0,124328.0,85812.0,930086.0,79,1629,79,31,112
2020,1,11200670,성수2가1동,50578261411,2900762,4637140000,5509678,17138,7914.0,65680.0,81475.0,49885.0,1184964.0,109,1433,69,46,99
2020,1,11200690,성수2가3동,87343327217,3358391,9958758000,5692383,11349,22685.0,98587.0,113871.0,83302.0,1054501.0,104,2726,127,60,189
2020,1,11620565,성현동,7438395304,3455108,1294623000,6257281,37738,1543.0,99610.0,132174.0,67046.0,678223.0,104,592,28,28,53
2020,1,11680700,세곡동,23418586063,3885403,4712679000,3721963,44930,471.0,132684.0,149157.0,116211.0,6367772.0,191,1193,52,32,140
2020,1,11140520,소공동,71549410863,5380521,1210529228000,2536048,2054,94203.0,178363.0,237841.0,118886.0,943795.0,231,2996,75,55,249
2020,1,11200720,송정동,4342073871,2566462,707358000,3396646,10955,878.0,73201.0,92046.0,54356.0,681916.0,44,430,16,5,14
2020,1,11305545,송중동,65214567973,2555447,8521112000,12895390,30218,1450.0,90619.0,119878.0,61359.0,1075796.0,212,1751,110,76,190
2020,1,11305555,송천동,32205226909,2444557,4130742000,13736946,28173,926.0,77272.0,87131.0,67412.0,929913.0,164,1390,62,47,117
2020,1,11710580,송파1동,52060364615,3129216,6709053000,6383757,25549,9040.0,112881.0,121000.0,104761.0,686925.0,102,1758,71,56,148
2020,1,11710590,송파2동,20343736182,4370970,2802363000,3893970,20644,5656.0,79183.0,106126.0,52240.0,631023.0,79,858,29,23,85
2020,1,11530790,수궁동,8512417170,2682295,2133015000,2477666,24575,1792.0,56456.0,81349.0,31563.0,2661352.0,154,711,29,21,57
2020,1,11380650,수색동,2944261361,3253972,927102000,1627960,8907,242.0,72969.0,92054.0,53885.0,1290258.0,60,400,11,15,23
2020,1,11680750,수서동,49720443783,3847379,45944215000,2584242,15915,15479.0,171435.0,239326.0,103544.0,1629403.0,89,853,27,23,106
2020,1,11305615,수유1동,30168718270,2220463,3393609000,7230831,21750,1218.0,63815.0,96258.0,31372.0,1649963.0,153,1043,32,33,50
2020,1,11305625,수유2동,18184955878,2577008,1532056000,7127664,21833,1248.0,107372.0,77366.0,137379.0,581617.0,85,830,30,19,54
2020,1,11305635,수유3동,58144079931,2205999,9379869000,11477637,23692,3045.0,94522.0,106824.0,82220.0,745645.0,158,2058,90,73,204
2020,1,11110700,숭인1동,3527506691,2868519,581000000,2462665,6180,307.0,89406.0,103351.0,75462.0,239396.0,43,279,8,11,28
2020,1,11110710,숭인2동,20641646944,2607311,1561118000,5878009,9457,1662.0,88810.0,120490.0,57131.0,351906.0,89,918,29,22,72
2020,1,11545670,시흥1동,64363982177,2757307,8224735000,6617319,34375,4261.0,93100.0,114362.0,71837.0,1524148.0,223,2187,82,79,213
2020,1,11545680,시흥2동,6287054092,3181421,569141000,1630891,22225,748.0,120210.0,167667.0,72754.0,1308882.0,76,384,21,9,35
2020,1,11545690,시흥3동,11266263412,2516251,1045619000,1404048,11339,1739.0,116663.0,93004.0,140322.0,1261391.0,66,1001,20,20,31
2020,1,11545700,시흥4동,8702535653,2405620,984447000,3172263,21338,1232.0,106586.0,125396.0,87776.0,821709.0,72,473,10,18,36
2020,1,11545710,시흥5동,21384998962,2375052,1413741000,4004753,20526,1359.0,73000.0,112292.0,33709.0,1386972.0,106,790,22,30,68
2020,1,11560630,신길1동,26227964385,2780044,3034979000,5927566,17419,2688.0,100777.0,119431.0,82124.0,722925.0,85,856,21,22,63
2020,1,11560650,신길3동,11151352339,3085442,2818049000,8009573,15733,622.0,62229.0,91988.0,32470.0,520083.0,102,715,26,18,45
2020,1,11560660,신길4동,2569532865,2717791,547133000,2604585,8930,593.0,73989.0,73989.0,,292127.0,43,314,4,10,32
2020,1,11560670,신길5동,4664193269,2656511,1053990000,2604809,9143,793.0,85181.0,85181.0,,494653.0,66,323,12,11,28
2020,1,11560680,신길6동,27334721153,2954616,3770847000,5142878,18126,1813.0,91805.0,104042.0,79568.0,653511.0,123,961,26,23,73
2020,1,11560690,신길7동,6876567721,3616070,1972878000,3394542,16810,2410.0,120592.0,122067.0,119116.0,642487.0,78,519,22,11,54
2020,1,11260680,신내1동,52370708391,2780491,4464230000,5581268,40663,1973.0,81722.0,100616.0,62827.0,2606949.0,160,1203,49,29,129
2020,1,11260690,신내2동,21680623175,3060535,3565970000,1991263,21885,464.0,91611.0,133999.0,49224.0,911281.0,104,710,25,27,90
2020,1,11140650,신당5동,16032987910,3027979,1564668000,4964450,9242,768.0,126261.0,116037.0,136485.0,319706.0,65,728,30,25,48
2020,1,11140615,신당동,48835090087,2816850,3752934000,6030407,7514,5611.0,381333.0,377840.0,384826.0,534942.0,99,11829,498,393,117
2020,1,11590670,신대방1동,14923913448,3845094,2515434000,3281823,23913,3893.0,88463.0,132295.0,44631.0,675281.0,83,827,35,26,60
2020,1,11590680,신대방2동,26964642342,3340157,84733970000,5580735,21153,12684.0,100856.0,132805.0,68907.0,977033.0,109,971,44,31,123
2020,1,11530510,신도림동,26550847713,4380318,8765633000,7036846,36922,9462.0,114667.0,135559.0,93775.0,1392788.0,168,1744,68,56,196
2020,1,11620695,신림동,48609978513,2434279,8185203000,9840473,21621,1706.0,128454.0,157747.0,99161.0,541240.0,168,1687,66,76,165
2020,1,11380631,신사1동,18445032127,2637581,3748504000,6634376,28262,1161.0,78941.0,84368.0,73514.0,808314.0,94,950,44,28,73
2020,1,11380632,신사2동,8305224008,2635300,1112351000,4235935,21785,1019.0,89203.0,82622.0,95784.0,1046222.0,82,545,14,14,37
2020,1,11620685,신사동,24158800815,2430662,2922208000,8514358,22805,3698.0,81854.0,119641.0,44068.0,641031.0,79,1097,51,38,83
2020,1,11680510,신사동,241356323394,5099915,32803237000,7366490,17320,26882.0,132500.0,170703.0,94296.0,2059234.0,260,3902,126,130,286
2020,1,11440630,신수동,15757648360,4157605,2299332000,5801955,15759,2488.0,77862.0,91125.0,64598.0,797879.0,76,969,41,22,63
2020,1,11620655,신원동,13125192729,2403237,1615446000,6680770,18283,628.0,102511.0,134091.0,70931.0,544977.0,54,698,31,26,43
2020,1,11470560,신월1동,22731115792,2227154,2464818000,4438907,21503,2132.0,66451.0,98129.0,34774.0,622400.0,71,1086,44,50,55
2020,1,11470570,신월2동,16074057775,2727225,2113441000,4383502,21994,1814.0,66109.0,88723.0,43494.0,606811.0,65,644,34,28,46
2020,1,11470580,신월3동,6019304050,2152244,1973258000,2964457,16501,1121.0,54691.0,66646.0,42736.0,918039.0,70,565,19,15,45
2020,1,11470590,신월4동,11864235465,2639083,1882895000,4168638,18960,1289.0,64731.0,85973.0,43490.0,469873.0,63,702,27,27,58
2020,1,11470600,신월5동,7152003937,2615553,2425031000,3136292,15161,1632.0,60529.0,81476.0,39582.0,638302.0,54,653,25,27,65
2020,1,11470610,신월6동,7918042867,2857257,1048556000,1240212,6589,811.0,69756.0,91783.0,47728.0,444286.0,47,379,17,8,24
2020,1,11470611,신월7동,13911181759,2343943,1922121000,2580846,21520,2779.0,69063.0,94838.0,43289.0,1230628.0,74,724,25,27,60
2020,1,11470620,신정1동,25470604041,5046256,3267998000,3658312,21434,7889.0,82783.0,112028.0,53538.0,747568.0,94,1037,31,41,90
2020,1,11470630,신정2동,20671071263,4725315,2929590000,4775687,20527,11584.0,98022.0,107798.0,88246.0,525899.0,71,918,45,37,88
2020,1,11470640,신정3동,24537125952,3158844,3570895000,7109124,47701,2687.0,94230.0,136244.0,52217.0,2756536.0,203,1081,36,24,114
2020,1,11470650,신정4동,67564139212,2609700,7872113000,11736309,34753,5283.0,79804.0,101246.0,58362.0,997144.0,161,2299,93,80,176
2020,1,11470670,신정6동,6409074632,5384412,2173895000,1859766,25265,,139522.0,186619.0,92425.0,940885.0,72,661,26,27,64
2020,1,11470680,신정7동,18466125219,4094404,3184650000,3894808,30648,405.0,122215.0,166928.0,77503.0,1234130.0,107,803,35,26,110
2020,1,11410585,신촌동,104180738853,3331768,18819554000,9913370,18598,2172.0,137835.0,185528.0,90143.0,2720364.0,368,3769,149,118,522
2020,1,11320660,쌍문1동,10011872775,2440535,1466797000,5498028,22086,812.0,60959.0,60959.0,,1175774.0,126,554,24,22,48
2020,1,11320670,쌍문2동,23481675281,2430154,3711230000,5314921,19893,998.0,69709.0,92455.0,46962.0,541193.0,87,912,27,23,85
2020,1,11320680,쌍문3동,19277927741,2438072,2217806000,5387938,17046,1107.0,70098.0,108548.0,31648.0,504805.0,78,726,27,22,63
2020,1,11320681,쌍문4동,9429882061,2968285,1485587000,2998818,19772,160.0,76669.0,95068.0,58269.0,554868.0,64,438,17,12,42
2020,1,11440555,아현동,23221269468,5237419,346876238000,6492215,24016,5728.0,121691.0,153369.0,90012.0,744328.0,145,1251,49,38,108
2020,1,11290600,안암동,27605414868,2896471,4225032000,5610971,6285,1991.0,80728.0,105593.0,55863.0,1379571.0,167,1082,40,33,177
2020,1,11740570,암사1동,28544480330,2852157,5323582000,10374942,36325,2792.0,83260.0,104805.0,61716.0,735480.0,90,1359,64,56,101
2020,1,11740580,암사2동,17677497458,3688535,2254334000,2915693,14471,1930.0,97898.0,125535.0,70262.0,2174329.0,61,658,28,23,69
2020,1,11740590,암사3동,11388724273,4470889,1266286000,1319481,18657,,96887.0,118212.0,75563.0,1799368.0,50,499,20,13,45
2020,1,11680545,압구정동,234308902920,5808537,40708501000,8476769,27528,40822.0,145685.0,207464.0,83906.0,2345057.0,313,4015,145,129,228
2020,1,11140635,약수동,33518726225,3894878,2487219000,2820085,17520,10940.0,125584.0,185654.0,65513.0,486369.0,87,689,20,17,66
2020,1,11650651,양재1동,85701414836,4173236,9007293000,7901395,45153,25511.0,102871.0,128771.0,76970.0,5765358.0,263,2654,96,69,221
2020,1,11650652,양재2동,111438920248,3222382,7028760000,6065962,22891,30435.0,85647.0,96567.0,74728.0,7562268.0,147,3515,117,86,202
2020,1,11560610,양평1동,27333908677,3508250,3954222000,5494418,17944,8907.0,72955.0,92632.0,53278.0,974912.0,87,1179,43,34,96
2020,1,11560620,양평2동,67632860367,3672088,5115602000,5351962,21886,12582.0,87389.0,106151.0,68628.0,2874596.0,131,1452,66,46,126
2020,1,11560540,여의동,223733377263,5590853,160605224000,5698787,34250,192384.0,147067.0,198252.0,95882.0,8437543.0,399,5132,169,119,554
2020,1,11680640,역삼1동,424653832349,3607265,917407112000,22585453,36033,168845.0,154746.0,169894.0,139598.0,2362133.0,542,11161,427,371,959
2020,1,11680650,역삼2동,78686883823,5367397,528369463000,12170404,36341,48392.0,158450.0,196889.0,120011.0,1135029.0,195,2964,126,82,192
2020,1,11380625,역촌동,32605526302,2521877,5728906000,12712452,48158,3262.0,76547.0,91025.0,62069.0,1157542.0,176,1948,80,66,172
2020,1,11440710,연남동,30782934249,2980162,5977257000,6811404,12595,2839.0,116702.0,129145.0,104260.0,647438.0,52,1840,86,67,72
2020,1,11410615,연희동,49614523197,3383749,58018837000,9504439,37904,8633.0,92705.0,107496.0,77915.0,2929172.0,201,1874,59,71,130
2020,1,11440610,염리동,12020138670,4051438,16525250000,3766875,13934,1979.0,103924.0,145494.0,62355.0,491468.0,52,649,41,25,62
2020,1,11500510,염창동,48213461926,4127504,5141424000,8621636,41942,2992.0,87162.0,105542.0,68782.0,1732856.0,147,1404,60,41,178
2020,1,11560535,영등포동,229483740503,3570107,23738910000,9707766,26214,13344.0,130682.0,125932.0,135432.0,1372094.0,325,4061,156,119,380
2020,1,11560515,영등포본동,27772363738,3286751,2655209000,7940872,21940,4029.0,119088.0,100764.0,137411.0,846370.0,94,1451,60,37,121
2020,1,11710570,오금동,60696819274,3510674,5204476000,9740495,40806,22928.0,71805.0,96984.0,46626.0,1648868.0,134,1740,62,49,118
2020,1,11530770,오류1동,30228128652,2574851,2848171000,4165949,22588,3354.0,122701.0,168058.0,77344.0,727414.0,122,898,43,26,71
2020,1,11530780,오류2동,17783457633,2781178,3808965000,5843687,39743,695.0,79643.0,102656.0,56631.0,3061018.0,209,1061,44,44,113
2020,1,11710566,오륜동,2555082390,6095160,1991030000,805959,18915,13441.0,255359.0,338165.0,172552.0,3085088.0,74,476,10,11,46
2020,1,11200645,옥수동,13436067418,4836487,2791848000,3298833,27174,1764.0,133437.0,157397.0,109477.0,1922027.0,129,825,39,24,76
2020,1,11200520,왕십리2동,8298283475,3474994,1614735000,5354686,17366,1070.0,83187.0,109989.0,56384.0,372425.0,63,520,16,15,60
2020,1,11200535,왕십리도선동,27889378148,4015131,6769599000,5704385,27197,3787.0,116356.0,132878.0,99835.0,710285.0,189,1791,71,49,161
2020,1,11440590,용강동,51119984980,4787212,5749687000,7347050,19120,10604.0,140857.0,175327.0,106386.0,790602.0,90,1660,68,50,140
2020,1,11200790,용답동,26632759900,2484354,9364452000,3149214,12297,2792.0,81000.0,107836.0,54164.0,2377148.0,82,1274,39,37,72
2020,1,11170590,용문동,15328709430,3568910,1287223000,3276869,12234,2388.0,95578.0,119493.0,71663.0,277531.0,54,528,17,18,38
2020,1,11170520,용산2가동,8502126058,2540319,106812342000,4934733,10366,583.0,81266.0,110562.0,51969.0,1966853.0,63,562,21,16,40
2020,1,11230536,용신동,76401149903,2894254,11950852000,14384853,30305,19195.0,80990.0,99452.0,62527.0,1618399.0,231,2648,99,83,178
2020,1,11305645,우이동,15027856664,2457144,2303162000,4325021,21215,1638.0,66361.0,83913.0,48809.0,10587752.0,132,786,20,21,61
2020,1,11500615,우장산동,23555194366,4135674,5910482000,7457985,44611,3447.0,103002.0,129003.0,77001.0,1261588.0,158,1341,46,56,120
2020,1,11170560,원효로1동,192903515352,4450695,2357769000,5302852,15876,2742.0,84008.0,101088.0,66929.0,589017.0,94,1659,41,43,83
2020,1,11170570,원효로2동,143236571549,3817026,797950000,3724609,14479,2765.0,79144.0,91145.0,67143.0,708975.0,69,922,25,31,38
2020,1,11350560,월계1동,18548619002,2777397,4398226000,6148635,23265,1344.0,103180.0,152772.0,53587.0,1107461.0,159,1067,37,33,145
2020,1,11350570,월계2동,4805433004,2728093,1304104000,3994193,25870,163.0,72705.0,72705.0,,2004785.0,136,500,24,16,43
2020,1,11350580,월계3동,4769108490,3110675,5925082000,3012012,31470,190.0,115722.0,155292.0,76152.0,1168283.0,135,648,18,23,62
2020,1,11290715,월곡1동,11641533495,3294213,2468154000,7491570,27401,1385.0,68008.0,92364.0,43653.0,801757.0,108,869,35,28,78
2020,1,11290725,월곡2동,20775900303,3138026,4629284000,7091382,19758,2501.0,69560.0,97146.0,41975.0,1364901.0,135,1075,33,20,124
2020,1,11710647,위례동,2175010755,4202887,3529272000,3027322,28329,,138903.0,188186.0,89619.0,2537372.0,84,756,52,22,141
2020,1,11620605,은천동,32827607431,3063077,5153343000,8099746,34362,1054.0,87681.0,124978.0,50385.0,776212.0,123,1185,44,41,113
2020,1,11140605,을지로동,197193309612,3082514,21134198000,4973973,1770,15882.0,132399.0,180007.0,84791.0,611524.0,145,2795,75,67,112
2020,1,11200580,응봉동,1285725135,3858472,407874000,3465866,16162,583.0,82050.0,92137.0,71963.0,553662.0,56,296,8,4,19
2020,1,11380580,응암1동,33827258370,2726133,4349098000,6266322,25343,2343.0,91036.0,116429.0,65643.0,1109863.0,133,1361,50,31,143
2020,1,11380590,응암2동,8121519459,3510245,1577414000,4199008,20455,435.0,90353.0,87781.0,92925.0,755247.0,91,560,32,22,35
2020,1,11380600,응암3동,38297696418,2360910,5265331000,8101692,25630,1607.0,75778.0,103424.0,48131.0,752773.0,138,1480,61,40,114
2020,1,11230740,이문1동,21276625443,3000929,2323520000,8943071,18947,1134.0,99178.0,126852.0,71504.0,1039602.0,147,959,32,60,106
2020,1,11230750,이문2동,6270357564,3137841,1278951000,4975391,20641,200.0,62270.0,92502.0,32037.0,723890.0,71,482,22,16,38
2020,1,11170630,이촌1동,29306609993,5974291,2525734000,5421279,26203,5274.0,186353.0,276639.0,96067.0,2872767.0,102,834,26,15,75
2020,1,11170640,이촌2동,4283594371,3596083,540815000,1905419,8918,1547.0,73394.0,73394.0,,1205543.0,26,273,9,10,16
2020,1,11170650,이태원1동,63426901975,3682946,7912835000,2497588,6879,22194.0,172035.0,200018.0,144053.0,582899.0,71,1600,44,76,80
2020,1,11170660,이태원2동,10171484497,3261019,1532461000,3396366,9285,1112.0,125322.0,137777.0,112866.0,874243.0,60,796,32,46,40
2020,1,11110640,이화동,26747926294,3024996,9489352000,3861053,7912,1569.0,134395.0,186631.0,82159.0,782395.0,119,787,25,27,133
2020,1,11305660,인수동,14618406421,2359990,2051310000,9581326,32319,3004.0,53607.0,66576.0,40638.0,2998011.0,175,996,36,30,66
2020,1,11620625,인헌동,26826659411,2783693,3265364000,6371833,26218,1416.0,90748.0,128995.0,52502.0,1089078.0,105,928,46,31,88
2020,1,11680730,일원1동,23218513880,3022931,1795204000,3648489,16264,1708.0,91481.0,138772.0,44190.0,953471.0,74,735,21,22,84
2020,1,11680740,일원2동,2469643117,4553185,1477790000,920855,18064,,122458.0,161289.0,83628.0,1300290.0,66,443,22,5,37
2020,1,11680720,일원본동,9016287342,5444886,2573780000,3555153,24381,,158535.0,206664.0,110407.0,2354625.0,103,451,14,7,37
2020,1,11215820,자양1동,29791393450,2745988,4222584000,9201605,22927,8810.0,103772.0,117351.0,90194.0,568868.0,106,1312,51,39,125
2020,1,11215830,자양2동,13369920499,2999213,2706127000,5318703,26501,2177.0,88084.0,96289.0,79879.0,1657523.0,95,1038,31,25,89
2020,1,11215840,자양3동,40729302109,4353416,3641520000,7701288,29199,2008.0,128937.0,135911.0,121963.0,1196419.0,105,1281,56,33,138
2020,1,11215847,자양4동,36071703027,2795134,6289200000,8044789,18510,849.0,106808.0,143823.0,69793.0,1180023.0,106,1522,59,44,121
2020,1,11710670,잠실2동,31009280065,6352641,2404328000,2495219,36652,3796.0,342843.0,482662.0,203023.0,2686850.0,91,897,58,26,98
2020,1,11710680,잠실3동,32561380874,5452682,5867665000,3644567,35888,33924.0,247613.0,226011.0,269215.0,1542643.0,103,1761,63,50,157
2020,1,11710690,잠실4동,7293155139,6007987,1233617000,2358723,22193,3061.0,249427.0,328082.0,170772.0,780204.0,74,398,8,10,42
2020,1,11710710,잠실6동,107383936552,5237775,18382923000,2522720,17264,51676.0,199901.0,215616.0,184185.0,1508001.0,144,1859,71,40,218
2020,1,11710720,잠실7동,3764666340,6014516,303993000,991821,10189,,159333.0,159333.0,,723486.0,30,200,5,2,13
2020,1,11710650,잠실본동,107970136831,3079387,15740717000,8339616,28956,9082.0,122017.0,170599.0,73435.0,1028997.0,192,2868,138,97,350
2020,1,11650540,잠원동,58497569315,5458458,7615889000,7534805,33603,13663.0,120601.0,136538.0,104664.0,1756867.0,135,1951,71,57,135
2020,1,11230650,장안1동,100395561802,2863708,9368489000,9832980,38254,9958.0,79567.0,98391.0,60743.0,1342167.0,192,2691,112,84,187
2020,1,11230660,장안2동,69933521267,2920490,9222025000,7543272,31159,5242.0,72941.0,96224.0,49658.0,996640.0,168,2160,88,75,235
