지역코드,지역명,1층_임대시세_최근1분기,1층_임대시세_최근2분기,1층_임대시세_최근3분기,기타층_임대시세_최근1분기,기타층_임대시세_최근2분기,기타층_임대시세_최근3분기,연도,분기
11620745,삼성동,76749,84616,86392,52006,52770,58865,2021,2
11620765,미성동,111013,106944,102672,78917,79112,88634,2021,2
11620775,난곡동,110407,105817,111584,65503,72338,71609,2021,2
11650,서초구,143187,145279,148068,106911,107901,106054,2021,2
11650510,서초1동,133895,142544,159267,88627,90348,95655,2021,2
11650520,서초2동,195940,203244,190494,154848,149673,147877,2021,2
11650530,서초3동,143853,137665,140019,93844,99185,99231,2021,2
11650531,서초4동,183479,180235,205336,116234,118082,112013,2021,2
11650540,잠원동,133410,138794,143228,109785,108611,107256,2021,2
11650550,반포본동,117750,120635,117645,62962,70816,70608,2021,2
11650560,반포1동,156188,156282,158773,124526,127889,136347,2021,2
11650570,반포2동,289145,284869,340673,145336,151638,148556,2021,2
11650580,반포3동,220936,226984,227163,134320,152750,158419,2021,2
11650581,반포4동,194976,185896,190495,147402,140030,122148,2021,2
11650590,방배본동,131378,134536,142996,64390,64255,66888,2021,2
11650600,방배1동,142132,140627,144315,86740,86503,111912,2021,2
11650610,방배2동,140944,155685,160469,103265,108723,107898,2021,2
11650620,방배3동,111331,115096,112535,59888,63361,68631,2021,2
11650621,방배4동,124598,123876,127827,76578,83251,86150,2021,2
11650651,양재1동,134310,138492,136923,87736,86170,81660,2021,2
11650652,양재2동,100869,101583,111270,66618,67520,67092,2021,2
11650660,내곡동,159962,157543,124007,76970,83315,95540,2021,2
11680,강남구,172830,172702,173232,116195,116176,125765,2021,2
11680510,신사동,181146,183061,186020,105550,105211,107552,2021,2
11680521,논현1동,169241,166787,168519,110544,107948,119285,2021,2
11680531,논현2동,141764,139190,142544,118799,122786,136002,2021,2
11680545,압구정동,200775,206888,205221,98690,99635,97790,2021,2
11680565,청담동,166645,171203,185310,124788,121379,123662,2021,2
11680580,삼성1동,174996,170401,152134,171565,176548,238166,2021,2
11680590,삼성2동,173719,173082,162242,119171,116414,106345,2021,2
11680600,대치1동,252249,274999,252157,126227,122158,132991,2021,2
11680610,대치2동,169939,174507,196576,121580,123487,124175,2021,2
11680630,대치4동,206787,207603,204493,104480,106487,113871,2021,2
11680640,역삼1동,165845,166707,161438,128211,125083,139815,2021,2
11680650,역삼2동,193246,177333,179105,120267,123363,129558,2021,2
11680655,도곡1동,188785,171972,157569,91704,96096,94146,2021,2
11680656,도곡2동,192917,188536,171091,122120,118723,126384,2021,2
11680660,개포1동, , , ,82563,80672,76067,2021,2
11680670,개포2동,159651,172432,185503,102670,94377,116284,2021,2
11680690,개포4동,90909,94619,98128,54104,74193,89294,2021,2
11680700,세곡동,170344,180920,191873,95859,91042,109381,2021,2
11680720,일원본동,190280,192774,188654,117728,105158,104527,2021,2
11680730,일원1동,128553,128545,123485,47698,47904,48235,2021,2
11680740,일원2동, ,147840,222181,107540,102769,85091,2021,2
11680750,수서동,182340,165022,177913,104544,100965,111109,2021,2
11710,송파구,154063,172608,183124,105532,117175,129880,2021,2
11710510,풍납1동,109242,192005,181350,51237,86015,99262,2021,2
11710520,풍납2동,135855,147875,146209,59285,85640,104367,2021,2
11710531,거여1동,96201,107777,109191,68453,42238,40693,2021,2
11710532,거여2동,146792,150487,165768,48433,68464,74434,2021,2
11710540,마천1동,99125,128042,111782,51815,108976,100138,2021,2
11710550,마천2동,134549,150558,151630,36679,42760,50880,2021,2
11710561,방이1동,120285,143258,161006,58045,60268,71102,2021,2
11710562,방이2동,143946,170510,193996,88414,103664,127400,2021,2
11710566,오륜동,335167,321178,291072,222346,244653,182165,2021,2
11710570,오금동,109660,119580,139095,48600,71423,93037,2021,2
11710580,송파1동,127759,140771,164991,94864,96647,110429,2021,2
11710590,송파2동,120743,138782,150550,61616,67284,78601,2021,2
11710600,석촌동,154771,167349,184842,77186,83805,101443,2021,2
11710610,삼전동,140530,164772,175854,72658,87395,108065,2021,2
11710620,가락본동,150818,188952,195676,92335,114697,136853,2021,2
11710631,가락1동,167864,197683,240548,216976,212633,221666,2021,2
11710632,가락2동,123358,158877,175475,73091,109934,124010,2021,2
11710641,문정1동,109899,125247,172813,82482,88875,117572,2021,2
11710642,문정2동,213100,207236,202661,115099,138832,149880,2021,2
11710646,장지동,136163,170312,177166,63862,95843,119513,2021,2
11710647,위례동,218223,219384,212801,74450,94438,105897,2021,2
11710650,잠실본동,167619,179870,176905,83061,104430,145408,2021,2
11710670,잠실2동,457036,445966,429547,209624,210084,229861,2021,2
11710680,잠실3동,214629,261409,284435,230320,233426,200703,2021,2
11710690,잠실4동,332424,332424, ,207753,216115,203698,2021,2
11710710,잠실6동,186328,201572,205314,155069,142455,137831,2021,2
11710720,잠실7동,211830,231553, ,46001, , ,2021,2
11740,강동구,128165,127509,129836,75889,74446,70219,2021,2
11740515,강일동,211207,185791,188153,85679,77670,96516,2021,2
11740520,상일동,195941,178077,211110,59204,64380,86253,2021,2
11740530,명일1동,128735,128748,136110,64933,63572,72189,2021,2
11740540,명일2동,165029,155349,151038,54334,52249,51100,2021,2
11740550,고덕1동,132996,133278,128753,77218,76865,86935,2021,2
11740560,고덕2동,210411,216943,239867,139166,121732,115210,2021,2
11740570,암사1동,102877,104525,113146,76462,73265,50368,2021,2
11740580,암사2동,129567,125312,111094,55274,56235,59592,2021,2
11740590,암사3동,137403,140004,148796,105743,126886,140920,2021,2
11740600,천호1동,110848,108500,96226,69478,69804,59131,2021,2
11740610,천호2동,125369,127110,133055,99395,93142,66273,2021,2
11740620,천호3동,142941,139535,129419,70729,64853,66569,2021,2
11740640,성내1동,118892,116038,105042,67555,69619,62063,2021,2
11740650,성내2동,105031,105871,112301,77592,84082,67409,2021,2
11740660,성내3동,129198,125340,116355,90540,86519,60337,2021,2
11740685,길동,113489,117865,117661,67148,66854,73055,2021,2
11740690,둔촌1동, , , , , , ,2021,2
11740700,둔촌2동,106110,104173,101430,54232,49670,51305,2021,2
11,서울시 전체,140868,138620,142792,104182,100993,105956,2021,3
11110,종로구,198296,195121,203883,136242,135221,139341,2021,3
11110515,청운효자동,162329,163704,183465,93692,87974,79977,2021,3
11110530,사직동,196087,184584,186024,109826,108757,111091,2021,3
11110540,삼청동,190705,199502,188364,101202,135601,136707,2021,3
11110550,부암동,100727,85236,93940,83748,82175,77209,2021,3
11110560,평창동,83877,89499,94639,87198,75844,75015,2021,3
11110570,무악동,178853,142549,132016, ,58764,88785,2021,3
11110580,교남동,208333,162289,203906,200830,187053,189611,2021,3
11110600,가회동,162415,184070,197728,107237,83366,84866,2021,3
11110615,종로1·2·3·4가동,237498,234320,240906,118528,118867,125629,2021,3
11110630,종로5·6가동,235456,233290,241447,238996,237770,240143,2021,3
11110640,이화동,145571,151515,164268,78302,84446,74860,2021,3
11110650,혜화동,153779,138539,149542,81579,84306,81890,2021,3
11110670,창신1동,198710,187389,205670,129709,116162,126193,2021,3
11110680,창신2동,91197,121933,116312,69876,77601,70659,2021,3
11110690,창신3동,88457,101993,97676,67961,68543,67715,2021,3
11110700,숭인1동,94190,108306,105313,57950,59785,63396,2021,3
11110710,숭인2동,119287,138154,141752,65491,76735,91232,2021,3
11140,중구,242787,233703,239303,223571,206132,208242,2021,3
11140520,소공동,185538,172631,181885,124221,120226,134240,2021,3
11140540,회현동,385567,385207,388113,291373,273186,269785,2021,3
11140550,명동,234919,211546,216398,126280,131823,142260,2021,3
11140570,필동,160806,174324,171127,90894,79667,87131,2021,3
11140580,장충동,126051,123599,117385,80195,95064,102647,2021,3
11140590,광희동,196507,200377,211594,189992,179334,178413,2021,3
11140605,을지로동,185740,188229,190071,101748,98976,97466,2021,3
11140615,신당동,338025,340170,351757,395550,370878,364817,2021,3
11140625,다산동,114577,99445,111580,77321,65787,72420,2021,3
11140635,약수동,186985,190271,169864,84311,83798,81436,2021,3
11140645,청구동,105314,79413,93089,93645,87629,94439,2021,3
11140650,신당5동,121291,118091,121309,72619,104987,98649,2021,3
11140665,동화동,113770,117459,122515,74516,71867,82250,2021,3
11140670,황학동,161232,157877,155906,111029,95428,99439,2021,3
11140680,중림동,126278,128607,132762,127342,145502,126319,2021,3
11170,용산구,139914,140669,143351,98521,98869,102014,2021,3
11170510,후암동,104994,112975,121487,60397,53868,71535,2021,3
11170520,용산2가동,95232,121736,117372,116082,103840,92638,2021,3
11170530,남영동,122851,115142,113552,67424,67144,70925,2021,3
11170555,청파동,131455,130149,131866,66341,84911,84828,2021,3
11170560,원효로1동,109998,129151,121804,72687,77676,76614,2021,3
11170570,원효로2동,115312,107029,112252,89447,79145,90143,2021,3
11170580,효창동,132602,121577,121575,175931,196764,155961,2021,3
11170590,용문동,122521,136773,134947,89348,106403,105767,2021,3
11170625,한강로동,141527,130439,144509,108175,102638,107449,2021,3
11170630,이촌1동,276618,237561,244869,133775,146610,157235,2021,3
11170640,이촌2동,70685,64040,101646,76386, ,68112,2021,3
11170650,이태원1동,198455,196062,191161,142163,147327,141467,2021,3
11170660,이태원2동,174699,193346,181203,105052,99738,104237,2021,3
11170685,한남동,134048,145568,148777,89594,93572,104599,2021,3
11170690,서빙고동,66526,78239,81853,57509,59329,79222,2021,3
11170700,보광동,120834,123334,132218,56369,53972,57470,2021,3
11200,성동구,127521,133486,137190,91543,101824,106927,2021,3
11200520,왕십리2동,125886,135963,138326,85087,76498,83588,2021,3
11200535,왕십리도선동,118471,127693,137730,92181,97070,103335,2021,3
11200540,마장동,134532,141524,141535,66637,75950,79801,2021,3
11200550,사근동,172290,182543,182306,101253,96064,101759,2021,3
11200560,행당1동,132661,131768,132399,104062,99278,108955,2021,3
11200570,행당2동,114068,143003,163733,100218,110003,122214,2021,3
11200580,응봉동,143012,113097,109678,89946,129634,112363,2021,3
11200590,금호1가동,107876,100175,107981,101109,79731,83272,2021,3
11200615,금호2·3가동,133647,134192,136393,72315,77285,99358,2021,3
11200620,금호4가동,116755,119046,138867,87017,109074,104581,2021,3
11200645,옥수동,180605,165703,141214,113320,124458,128483,2021,3
11200650,성수1가1동,106692,91008,100782,84729,81124,104821,2021,3
11200660,성수1가2동,131013,141970,146131,92816,117879,117908,2021,3
11200670,성수2가1동,113153,111010,111631,80470,87014,92430,2021,3
11200690,성수2가3동,118568,141922,147346,110490,130549,127399,2021,3
11200720,송정동,91740,109000,108099,73530,75048,98939,2021,3
11200790,용답동,123897,126549,134609,58957,56897,71001,2021,3
11215,광진구,119912,122309,128455,70922,71003,73680,2021,3
11215710,화양동,165538,166107,173682,89485,89660,97320,2021,3
11215730,군자동,110668,114164,113187,54338,70966,78940,2021,3
11215740,중곡1동,95808,101437,111385,48276,49780,55717,2021,3
11215750,중곡2동,90598,91441,101642,49268,55109,53230,2021,3
11215760,중곡3동,100610,109395,122272,50402,57777,53548,2021,3
11215770,중곡4동,105624,104909,118052,54039,71127,63672,2021,3
11215780,능동,141833,145845,150005,69565,67781,64506,2021,3
11215810,광장동,129687,136221,138358,80842,75399,82237,2021,3
11215820,자양1동,125033,125769,137045,64167,81154,74928,2021,3
11215830,자양2동,82410,91731,95350,73298,67189,68596,2021,3
11215840,자양3동,118272,111940,120541,98820,64336,69376,2021,3
11215847,자양4동,143434,137902,143625,61292,67321,74967,2021,3
11215850,구의1동,108829,108335,109277,66806,62590,66689,2021,3
11215860,구의2동,112893,117713,130398,67614,69228,77452,2021,3
11215870,구의3동,138434,139150,135818,85437,79773,81082,2021,3
11230,동대문구,115596,115614,118258,62440,66964,68630,2021,3
11230536,용신동,104533,102833,109772,59327,66787,70397,2021,3
11230545,제기동,140178,139190,142019,78708,83677,79535,2021,3
11230560,전농1동,101923,106517,108540,65438,67515,81134,2021,3
11230570,전농2동,116654,100699,121161,62578,63561,74816,2021,3
11230600,답십리1동,122300,116606,123268,69332,82556,76353,2021,3
11230610,답십리2동,110562,102932,101710,49426,50347,52978,2021,3
11230650,장안1동,101934,105719,104320,52903,56177,61152,2021,3
11230660,장안2동,118487,112909,111583,59879,61815,62668,2021,3
11230705,청량리동,99101,112935,116149,56335,54792,61881,2021,3
11230710,회기동,125918,129599,133797,59368,59509,61091,2021,3
11230720,휘경1동,135018,141630,153377,92257,111200,104144,2021,3
11230730,휘경2동,98466,93178,90069,73574,84950,75039,2021,3
11230740,이문1동,132735,125090,127175,57561,59414,58085,2021,3
11230750,이문2동,73602,80765,77736,76484,72767,61854,2021,3
11260,중랑구,108321,109644,108732,69774,70103,72565,2021,3
11260520,면목2동,100994,97159,93262,49931,47052,45774,2021,3
11260540,면목4동,73300,72678,72095,64308,53874,95234,2021,3
11260550,면목5동,76996,83470,78225,59265,60910,60928,2021,3
11260565,면목본동,108852,112150,114823,55059,56395,59239,2021,3
11260570,면목7동,125239,144873,142483,49637,48208,52228,2021,3
11260575,면목3·8동,101706,99242,102295,60962,63820,67030,2021,3
11260580,상봉1동,109044,101407,101945,78235,69934,69117,2021,3
11260590,상봉2동,124846,123851,119630,72470,67008,69477,2021,3
11260600,중화1동,82921,86160,84887,68776,85963,111228,2021,3
11260610,중화2동,117164,113409,113316,61235,61856,66103,2021,3
11260620,묵1동,125703,123096,127902,90121,109353,97347,2021,3
11260630,묵2동,94987,98424,96141,83484,76683,80502,2021,3
11260655,망우본동,101456,102920,107495,89081,80488,72963,2021,3
11260660,망우3동,79907,84994,81247,38658,40784,49731,2021,3
11260680,신내1동,119911,120222,113120,84766,88176,85883,2021,3
11260690,신내2동,165200,173348,159887,106505,111027,101618,2021,3
11290,성북구,114651,115067,117719,63418,66360,71465,2021,3
11290525,성북동,136805,133487,136699,83643,80447,83753,2021,3
11290555,삼선동,122320,116445,115756,59204,56946,59478,2021,3
11290575,동선동,163807,148268,153546,67853,78038,87368,2021,3
11290580,돈암1동,60231,71508,99732,52001,71829,76308,2021,3
11290590,돈암2동, ,186654,172882,89291,66901,84886,2021,3
11290600,안암동,156221,144980,143381,74132,72472,76162,2021,3
11290610,보문동,97029,105581,103139,54967,48479,50561,2021,3
11290620,정릉1동,104883,87692,83441,81653,80085,80310,2021,3
11290630,정릉2동,93957,102610,104379,54516,66396,66155,2021,3
11290640,정릉3동,82919,97941,91421,53320,57922,78749,2021,3
11290650,정릉4동,97392,111414,128757,65445,58380,53851,2021,3
11290660,길음1동,154559,163221,167062,97586,95047,100295,2021,3
11290685,길음2동,115628,126978,138923,107867,120461,104549,2021,3
11290705,종암동,95366,99877,97569,49344,54718,70357,2021,3
11290715,월곡1동,100219,106061,112613,68156,66164,74034,2021,3
11290725,월곡2동,101254,107290,113181,44742,57718,55918,2021,3
11290760,장위1동,60697,58523,64764,31793,33073,36648,2021,3
11290770,장위2동,93927,100166,99828,58161,57122,64484,2021,3
11290780,장위3동,119575,152755,152573,45337,74324,93978,2021,3
11290810,석관동,91153,93166,93598,52415,51447,52741,2021,3
11305,강북구,103225,102135,105520,58620,58411,64310,2021,3
11305534,삼양동,79874,94468,101468,77719,67711,68327,2021,3
11305535,미아동,122163,107956,109623,48317,56959,54681,2021,3
11305545,송중동,127577,134997,139599,77011,68295,91686,2021,3
11305555,송천동,92426,94864,93327,55503,59121,65751,2021,3
11305575,삼각산동,139228,130841,134499,82994,75251,89333,2021,3
11305595,번1동,94837,100079,94696,57022,64900,76144,2021,3
11305603,번2동,67088,63902,68674,47661,30985,36023,2021,3
